Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Gear (Calculated)* (position)
381707,-2.34,-5.47,14.81,8,0.26,847,0.00,0.00,14.70,16,9.88,10.00,136,5.22,-9.46,3.73,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
381799,-2.34,-5.47,14.81,8,0.26,839,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.48,3.73,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
381890,-2.34,-5.47,14.70,8,0.27,844,0.00,0.00,14.70,16,9.88,10.50,136,5.22,-9.44,3.73,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
381981,-2.34,-5.47,14.81,8,0.27,848,0.00,0.00,14.70,16,9.88,9.00,136,5.22,-9.46,3.78,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.90,1,0
382073,-2.34,-5.47,14.70,8,0.26,850,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.48,3.75,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
382164,-2.34,-5.47,14.70,8,0.27,845,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.44,3.73,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
382255,-2.34,-5.47,14.81,8,0.26,846,0.00,0.00,14.70,16,9.88,9.00,136,5.22,-9.48,3.73,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
382347,-1.56,-5.47,14.81,8,0.26,857,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.44,3.73,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.90,1,0
382437,-1.56,-5.47,14.81,8,0.26,851,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.46,3.75,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
382530,-1.56,-5.47,14.93,8,0.26,848,0.00,0.00,14.70,16,9.88,9.00,136,5.22,-9.48,3.73,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
382620,-1.56,-5.47,14.81,8,0.26,852,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.48,3.73,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,15.00,1,0
382712,-2.34,-5.47,14.81,8,0.26,857,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.49,3.75,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.90,1,0
382803,-2.34,-5.47,14.70,8,0.26,854,0.00,0.00,14.70,16,9.88,8.50,136,5.22,-9.53,3.75,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.90,1,0
382895,-2.34,-5.47,14.59,8,0.26,859,0.00,0.00,14.70,16,9.88,8.50,136,5.22,-9.51,3.73,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
382986,-2.34,-5.47,14.70,8,0.26,854,0.00,0.00,14.70,16,9.88,8.50,136,5.22,-9.51,3.73,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.90,1,0
383077,-2.34,-5.47,14.47,8,0.26,857,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.53,3.76,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
383169,-2.34,-5.47,14.47,8,0.26,854,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.48,3.73,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
383260,-3.12,-5.47,14.47,8,0.26,848,0.00,0.00,14.70,16,9.88,9.00,136,5.22,-9.48,3.75,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
383351,-3.12,-5.47,14.47,8,0.27,840,0.00,0.00,14.70,16,9.88,9.00,136,5.22,-9.48,3.73,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1,0
383443,-2.34,-5.47,14.36,8,0.26,848,0.00,0.00,14.70,16,9.88,10.50,136,5.22,-9.48,3.78,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1,0
383535,-3.12,-5.47,14.47,8,0.26,848,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.48,3.73,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1,0
383626,-3.12,-5.47,14.59,8,0.26,852,0.00,0.00,14.70,16,9.88,9.00,136,5.22,-9.49,3.73,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1,0
383718,-2.34,-5.47,14.47,8,0.26,851,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.48,3.73,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.50,1,0
383809,-2.34,-5.47,14.70,8,0.27,851,0.00,0.00,14.70,16,9.88,10.50,136,5.22,-9.51,3.73,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1,0
383900,-2.34,-5.47,14.70,8,0.27,855,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.49,3.76,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1,0
383992,-2.34,-5.47,14.81,8,0.26,854,0.00,0.00,14.70,16,9.88,9.00,136,5.22,-9.48,3.78,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
384083,-2.34,-5.47,14.81,8,0.26,856,0.00,0.00,14.70,16,9.88,8.50,136,5.22,-9.53,3.73,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
384174,-2.34,-5.47,14.81,8,0.26,852,0.00,0.00,14.70,16,9.88,9.00,136,5.22,-9.49,3.73,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
384266,-2.34,-5.47,14.70,8,0.27,838,0.00,0.00,14.70,16,9.88,10.50,136,5.22,-9.48,3.73,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
384357,-2.34,-5.47,14.70,8,0.27,835,0.00,0.00,14.70,16,9.88,10.50,136,5.22,-9.48,3.75,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
384448,-2.34,-5.47,14.70,8,0.26,843,0.00,0.00,14.70,16,9.88,11.00,136,5.22,-9.48,3.73,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
384539,-2.34,-5.47,14.59,8,0.27,846,0.00,0.00,14.70,16,9.88,10.50,136,5.22,-9.44,3.76,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
384631,-2.34,-5.47,14.59,8,0.27,839,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.48,3.78,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
384722,-2.34,-5.47,14.47,8,0.27,856,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.46,3.78,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
384813,-2.34,-5.47,14.70,8,0.27,852,0.00,0.00,14.70,16,9.88,8.50,136,5.22,-9.48,3.73,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
384905,-2.34,-5.47,14.59,8,0.27,855,0.00,0.00,14.70,16,9.88,9.00,136,5.22,-9.48,3.78,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
384996,-2.34,-5.47,14.59,8,0.27,851,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.46,3.76,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
385086,-2.34,-5.47,14.81,8,0.26,851,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.48,3.78,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
385178,-1.56,-5.47,14.81,8,0.27,847,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.48,3.73,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
385269,-1.56,-5.47,14.81,8,0.26,850,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.46,3.75,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
385361,-1.56,-5.47,14.81,8,0.26,847,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.48,3.73,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
385452,-1.56,-5.47,14.81,8,0.26,844,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.48,3.76,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
385543,-1.56,-5.47,14.81,8,0.27,847,0.00,0.00,14.70,16,9.88,10.00,136,5.22,-9.46,3.74,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,15.00,1,0
385635,-2.34,-5.47,14.81,8,0.26,851,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.48,3.78,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
385727,-2.34,-5.47,14.70,8,0.27,853,0.00,0.00,14.70,16,9.88,10.50,136,5.22,-9.48,3.76,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
385818,-2.34,-5.47,14.70,8,0.26,858,0.00,0.00,14.70,16,9.88,9.00,136,5.22,-9.48,3.78,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
385909,-3.12,-5.47,14.70,8,0.26,858,0.00,0.00,14.70,16,9.88,8.00,136,5.22,-9.51,3.73,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
386000,-2.34,-5.47,14.36,8,0.26,859,0.00,0.00,14.70,16,9.88,8.50,136,5.22,-9.49,3.78,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
386092,-3.12,-5.47,14.47,8,0.27,854,0.00,0.00,14.70,16,9.88,8.50,136,5.22,-9.49,3.73,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
386183,-3.12,-5.47,14.36,8,0.27,845,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.53,3.73,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1,0
386275,-3.12,-5.47,14.24,8,0.26,856,0.00,0.00,14.70,16,9.88,10.00,136,5.22,-9.48,3.78,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1,0
386365,-2.34,-5.47,14.36,8,0.26,854,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.53,3.73,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1,0
386457,-3.12,-5.47,14.47,8,0.26,849,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.53,3.67,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.50,1,0
386549,-2.34,-5.47,14.47,8,0.26,849,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.51,3.70,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1,0
386639,-2.34,-5.47,14.70,8,0.26,848,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.53,3.73,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.50,1,0
386731,-2.34,-5.47,14.70,8,0.26,853,0.00,0.00,14.70,16,9.88,10.00,136,5.22,-9.51,3.73,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1,0
386823,-2.34,-5.47,14.81,8,0.26,849,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.51,3.73,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1,0
386914,-2.34,-5.47,14.81,8,0.26,843,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.51,3.70,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
387005,-2.34,-5.47,14.81,8,0.26,848,0.00,0.00,14.70,16,9.88,10.50,136,5.22,-9.49,3.70,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
387097,-2.34,-5.47,14.81,8,0.26,844,0.00,0.00,14.70,16,9.88,10.50,136,5.22,-9.48,3.70,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
387188,-2.34,-5.47,14.81,8,0.26,843,0.00,0.00,14.70,16,9.88,10.00,136,5.22,-9.53,3.70,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
387279,-2.34,-5.47,14.70,8,0.25,844,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.53,3.65,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
387371,-2.34,-5.47,14.59,8,0.26,850,0.00,0.00,14.70,16,9.88,10.00,136,5.22,-9.53,3.67,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
387461,-3.12,-5.47,14.70,8,0.26,848,0.00,0.00,14.70,16,9.88,9.50,136,5.08,-9.55,3.67,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
387553,-2.34,-5.47,14.47,8,0.26,846,0.00,0.00,14.70,16,9.88,10.50,136,5.22,-9.53,3.67,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
387645,-2.34,-5.47,14.59,8,0.26,835,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.53,3.67,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
387735,-3.12,-5.47,14.59,8,0.26,840,0.00,0.00,14.70,16,9.88,10.00,136,5.22,-9.53,3.67,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
387827,-2.34,-5.47,14.47,8,0.26,839,0.00,0.00,14.70,16,9.88,10.00,136,5.22,-9.49,3.62,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
387919,-2.34,-5.47,14.59,8,0.26,833,0.00,0.00,14.70,16,9.88,10.00,136,5.22,-9.49,3.65,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1,0
388010,-2.34,-5.47,14.70,8,0.26,837,0.00,0.00,14.70,16,9.88,10.50,136,5.22,-9.49,3.65,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
388101,-1.56,-5.47,14.70,8,0.26,838,0.00,0.00,14.70,16,9.88,10.50,136,5.22,-9.51,3.62,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1,0
388193,-2.34,-5.47,14.81,8,0.26,825,0.00,0.00,14.70,16,9.88,12.50,136,5.22,-9.53,3.62,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
388284,-1.56,-5.47,14.81,8,0.27,830,0.00,0.00,14.70,16,9.88,11.50,136,5.22,-9.48,3.62,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
388375,-1.56,-5.47,14.93,8,0.26,828,0.00,0.00,14.70,16,9.88,10.50,136,5.22,-9.46,3.67,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
388467,-1.56,-5.47,14.93,8,0.26,843,0.00,0.00,14.70,16,9.88,10.00,136,5.22,-9.48,3.62,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
388558,-1.56,-5.47,14.81,8,0.25,848,0.00,0.00,14.70,16,9.88,9.00,136,5.22,-9.49,3.65,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
388649,-1.56,-5.47,14.81,8,0.25,836,0.00,0.00,14.70,16,9.88,10.00,136,5.22,-9.53,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.90,1,0
388741,-1.56,-5.47,14.81,8,0.25,835,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.53,3.58,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.90,1,0
388832,-1.56,-5.47,14.70,8,0.26,837,0.00,0.00,14.70,16,9.88,10.00,136,5.22,-9.53,3.58,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.90,1,0
388923,-2.34,-5.47,14.59,8,0.26,837,0.00,0.00,14.70,16,9.88,10.00,136,5.22,-9.53,3.62,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
389014,-2.34,-5.47,14.81,8,0.26,840,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.55,3.60,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
389106,-1.56,-5.47,14.70,8,0.26,840,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.53,3.62,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
389197,-1.56,-5.47,14.70,8,0.25,843,0.00,0.00,14.70,16,9.88,9.50,136,5.08,-9.55,3.58,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
389289,-1.56,-5.47,14.70,8,0.26,842,0.00,0.00,14.70,16,9.88,9.50,136,5.08,-9.55,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
389379,-1.56,-5.47,14.70,8,0.26,833,0.00,0.00,14.70,16,9.88,10.50,136,5.08,-9.55,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
389471,-1.56,-5.47,14.81,8,0.26,826,0.00,0.00,14.70,16,9.88,10.50,136,5.08,-9.57,3.62,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
389562,-1.56,-5.47,14.81,8,0.26,830,0.00,0.00,14.70,16,9.88,10.50,136,5.22,-9.55,3.60,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
389654,-1.56,-5.47,14.70,8,0.26,821,0.00,0.00,14.70,16,9.88,11.50,136,5.08,-9.51,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
389745,-1.56,-5.47,14.70,8,0.27,822,0.00,0.00,14.70,16,9.88,11.50,136,5.22,-9.49,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
389836,-2.34,-6.25,14.47,8,0.26,828,0.00,0.00,14.70,16,9.88,10.50,136,5.22,-9.46,3.58,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
389927,-2.34,-6.25,14.59,8,0.26,827,0.00,0.00,14.70,16,9.88,10.00,136,5.22,-9.48,3.58,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
390019,-3.12,-6.25,14.36,8,0.26,828,0.00,0.00,14.70,16,9.88,10.00,136,5.22,-9.48,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
390110,-3.12,-6.25,14.24,8,0.26,831,0.00,0.00,14.70,16,9.88,10.50,136,5.22,-9.48,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
390202,-3.12,-6.25,14.36,8,0.26,817,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.49,3.58,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1,0
390292,-2.34,-6.25,14.47,8,0.26,809,0.00,0.00,14.70,16,9.88,10.50,136,5.22,-9.48,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1,0
390384,-2.34,-6.25,14.36,8,0.26,815,0.00,0.00,14.70,16,9.88,10.50,136,5.22,-9.48,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1,0
390475,-2.34,-6.25,14.47,8,0.26,817,0.00,0.00,14.70,16,9.88,11.00,136,5.22,-9.46,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.50,1,0
390567,-1.56,-6.25,14.70,8,0.26,827,0.00,0.00,14.70,16,9.88,10.50,136,5.22,-9.44,3.58,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.50,1,0
390658,-1.56,-6.25,14.81,8,0.26,818,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.44,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.50,1,0
390749,-1.56,-6.25,14.81,8,0.26,806,0.00,0.00,14.70,16,9.88,10.00,136,5.22,-9.46,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1,0
390841,-1.56,-6.25,14.93,8,0.26,816,0.00,0.00,14.70,16,9.88,11.50,136,5.22,-9.46,3.55,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
390932,-1.56,-6.25,14.81,8,0.26,816,0.00,0.00,14.70,16,9.88,10.50,136,5.22,-9.46,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1,0
391023,-1.56,-6.25,14.81,8,0.26,820,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.46,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.90,1,0
391115,-1.56,-6.25,14.81,8,0.26,821,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.46,3.58,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
391207,-1.56,-6.25,14.81,8,0.26,820,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.46,3.51,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
391298,-1.56,-6.25,14.70,8,0.26,822,0.00,0.00,14.70,16,9.88,10.00,136,5.22,-9.46,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
391389,-1.56,-6.25,14.81,8,0.26,810,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.48,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
391481,-1.56,-6.25,14.81,8,0.26,809,0.00,0.00,14.70,16,9.88,10.50,136,5.22,-9.46,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
391572,-1.56,-6.25,14.81,8,0.26,818,0.00,0.00,14.70,16,9.88,10.50,136,5.22,-9.44,3.55,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
391663,-1.56,-6.25,14.93,8,0.26,822,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.46,3.51,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
391754,-1.56,-6.25,14.81,8,0.26,821,0.00,0.00,14.70,16,9.88,10.00,136,5.22,-9.46,3.58,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.90,1,0
391846,-1.56,-6.25,14.81,8,0.26,823,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.46,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.90,1,0
391937,-1.56,-6.25,14.81,8,0.26,815,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.46,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
392029,-1.56,-6.25,14.70,8,0.26,824,0.00,0.00,14.70,16,9.88,10.00,135,5.22,-9.46,3.58,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,15.00,1,0
392119,-2.34,-6.25,14.70,8,0.26,820,0.00,0.00,14.70,16,9.88,9.00,136,5.22,-9.48,3.51,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
392211,-2.34,-6.25,14.59,8,0.26,821,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.46,3.55,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
392303,-1.56,-6.25,14.59,8,0.26,812,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.48,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
392394,-1.56,-6.25,14.59,8,0.26,822,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.46,3.58,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
392485,-1.56,-6.25,14.59,8,0.26,821,0.00,0.00,14.70,16,9.88,9.50,136,5.22,-9.46,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1,0
392576,-1.56,-6.25,14.70,8,0.26,810,0.00,0.00,14.70,16,9.88,9.50,135,5.22,-9.46,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1,0
392668,-1.56,-6.25,14.70,8,0.26,804,0.00,0.00,14.70,16,9.88,10.50,135,5.22,-9.46,3.58,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1,0
392759,-1.56,-6.25,14.81,8,0.26,806,0.00,0.00,14.70,16,9.88,11.00,135,5.22,-9.44,3.51,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1,0
392851,-1.56,-6.25,14.81,8,0.27,814,0.00,0.00,14.70,16,9.88,10.00,135,5.22,-9.44,3.55,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1,0
392941,-1.56,-6.25,14.70,8,0.26,818,0.00,0.00,14.70,16,9.88,9.50,135,5.22,-9.42,3.60,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
393033,-2.34,-6.25,14.70,8,0.26,818,0.00,0.00,14.70,16,9.88,9.50,135,5.22,-9.44,3.55,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
393124,-2.34,-6.25,14.47,8,0.26,816,0.00,0.00,14.70,16,9.88,9.50,135,5.22,-9.44,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
393216,-2.34,-6.25,14.36,8,0.25,827,0.00,0.00,14.70,16,9.88,9.50,135,5.22,-9.46,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
393307,-3.12,-6.25,14.13,8,0.26,817,0.00,0.00,14.70,16,9.88,9.50,135,5.22,-9.48,3.51,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1,0
393398,-3.12,-6.25,14.36,8,0.27,815,0.00,0.00,14.70,16,9.88,9.50,135,5.22,-9.46,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1,0
393489,-2.34,-6.25,14.36,8,0.27,810,0.00,0.00,14.70,16,9.88,10.00,135,5.22,-9.46,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.50,1,0
393581,-2.34,-6.25,14.59,8,0.26,811,0.00,0.00,14.70,16,9.88,9.50,135,5.22,-9.46,3.58,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.50,1,0
393672,-1.56,-6.25,14.47,8,0.26,816,0.00,0.00,14.70,16,9.88,10.00,135,5.22,-9.44,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.50,1,0
393764,-1.56,-6.25,14.70,8,0.27,810,0.00,0.00,14.70,16,9.88,10.50,135,5.22,-9.40,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.50,1,0
393855,-1.56,-6.25,14.70,8,0.26,807,0.00,0.00,14.70,16,9.88,10.00,135,5.37,-9.44,3.58,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.50,1,0
393946,-1.56,-6.25,14.70,8,0.27,808,0.00,0.00,14.70,16,9.88,10.50,135,5.37,-9.40,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1,0
394038,-1.56,-6.25,14.70,8,0.27,818,0.00,0.00,14.70,16,9.88,9.50,135,5.22,-9.42,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1,0
394128,-1.56,-6.25,14.70,8,0.26,823,0.00,0.00,14.70,16,9.88,9.00,135,5.22,-9.44,3.58,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
