Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
54547,-0.78,-0.78,14.93,8,0.27,800,0.00,0.00,14.69,16,9.88,14.50,5.66,-9.09,3.63,1.26,0.00,0.66,15.10
54609,-1.56,-0.78,14.81,8,0.27,807,0.00,0.00,14.69,16,9.88,13.50,5.66,-9.09,3.63,1.28,0.00,0.66,15.10
54686,-0.78,-0.78,14.81,8,0.27,810,0.00,0.00,14.69,16,9.88,13.00,5.66,-9.09,3.63,1.28,0.00,0.66,14.90
54753,-1.56,-0.78,14.70,8,0.27,810,0.00,0.00,14.69,16,9.88,13.00,5.66,-9.07,3.60,1.28,0.00,0.66,15.00
54821,-1.56,-0.78,14.70,8,0.27,815,0.00,0.00,14.69,16,9.88,11.50,5.66,-9.09,3.60,1.26,0.00,0.66,14.90
54887,-1.56,-0.78,14.70,8,0.27,807,0.00,0.00,14.70,16,9.88,13.00,5.66,-9.09,3.60,1.26,0.00,0.66,14.90
54959,-1.56,-0.78,14.70,8,0.27,816,0.00,0.00,14.69,16,9.88,13.00,5.66,-9.09,3.63,1.28,0.00,0.66,14.90
55027,-1.56,-0.78,14.59,8,0.27,799,0.00,0.00,14.69,16,9.88,14.00,5.66,-9.07,3.60,1.28,0.00,0.66,14.80
55090,-1.56,-0.78,14.70,8,0.27,789,0.00,0.00,14.69,16,9.88,13.50,5.66,-9.07,3.60,1.26,0.00,0.66,14.80
55166,-1.56,-0.78,14.70,8,0.28,794,0.00,0.00,14.69,16,9.88,13.50,5.66,-9.05,3.60,1.28,0.00,0.66,14.90
55232,-1.56,-0.78,14.70,8,0.28,789,0.00,0.00,14.69,16,9.88,13.00,5.66,-9.01,3.65,1.30,0.00,0.66,14.80
55297,-0.78,-0.78,14.81,8,0.28,790,0.00,0.00,14.69,16,9.88,13.50,5.66,-8.99,3.67,1.28,0.00,0.66,14.80
55369,-0.78,-0.78,14.93,8,0.28,784,0.00,0.00,14.69,16,9.88,13.50,5.66,-8.97,3.65,1.28,0.00,0.66,14.70
55437,-0.78,-0.78,14.93,8,0.28,784,0.00,0.00,14.69,16,9.88,14.00,5.66,-8.97,3.67,1.28,0.00,0.66,14.80
55505,-0.78,-0.78,15.04,8,0.28,776,0.00,0.00,14.69,16,9.88,13.00,5.66,-8.91,3.67,1.30,0.00,0.66,14.80
55570,-0.78,-0.78,15.04,8,0.28,784,0.00,0.00,14.69,16,9.88,12.00,5.80,-8.91,3.70,1.28,0.00,0.66,14.80
55641,-0.78,-0.78,14.93,8,0.28,790,0.00,0.00,14.69,16,9.88,11.50,5.80,-8.89,3.70,1.30,0.00,0.66,15.00
55705,-0.78,-0.78,15.04,8,0.28,795,0.00,0.00,14.69,16,9.88,10.50,5.80,-8.91,3.70,1.28,0.00,0.66,15.00
55780,-0.78,-0.78,14.81,8,0.27,807,0.00,0.00,14.70,16,9.88,10.00,5.80,-8.91,3.63,1.28,0.00,0.66,14.90
55844,-0.78,-0.78,14.81,8,0.27,806,0.00,0.00,14.70,16,9.88,10.00,5.80,-8.91,3.65,1.28,0.00,0.66,14.90
55918,-0.78,-0.78,14.81,8,0.27,802,0.00,0.00,14.70,16,9.88,10.50,5.80,-8.91,3.65,1.28,0.00,0.66,14.90
55984,-0.78,-0.78,14.81,8,0.27,797,0.00,0.00,14.70,16,9.88,10.50,5.80,-8.95,3.65,1.28,0.00,0.66,15.00
56052,-0.78,-0.78,14.81,8,0.28,788,0.00,0.00,14.70,16,9.88,11.50,5.66,-8.93,3.67,1.28,0.00,0.66,14.90
56121,-0.78,-0.78,14.81,8,0.28,794,0.00,0.00,14.69,16,9.88,11.00,5.80,-8.91,3.65,1.28,0.00,0.66,14.90
56190,-0.78,-0.78,14.93,8,0.29,795,0.00,0.00,14.69,16,9.88,10.50,5.80,-8.91,3.76,1.30,0.00,0.66,14.90
56258,-0.78,-0.78,15.04,8,0.29,790,0.00,0.00,14.69,16,9.88,11.00,5.80,-8.88,3.76,1.30,0.00,0.66,14.90
56326,0.00,-0.78,15.16,8,0.28,794,0.00,0.00,14.69,16,9.88,10.50,5.80,-8.88,3.70,1.28,0.00,0.66,15.00
56390,0.00,-0.78,15.04,8,0.28,791,0.00,0.00,14.70,16,9.88,11.00,5.80,-8.86,3.70,1.28,0.00,0.66,15.00
56457,0.00,-0.78,15.16,8,0.28,799,0.00,0.00,14.70,16,9.88,11.50,5.80,-8.88,3.70,1.30,0.00,0.66,15.00
56532,0.00,-0.78,15.04,8,0.28,785,0.00,0.00,14.69,16,9.88,11.00,5.80,-8.88,3.70,1.28,0.00,0.66,15.00
56600,0.00,-0.78,15.04,8,0.29,785,0.00,0.00,14.69,16,9.88,11.50,5.80,-8.86,3.73,1.28,0.00,0.66,15.00
56668,0.00,-0.78,15.04,8,0.29,784,0.00,0.00,14.69,16,9.88,11.50,5.80,-8.80,3.76,1.30,0.00,0.66,15.10
56736,0.00,-0.78,14.93,8,0.29,778,0.00,0.00,14.69,16,9.88,11.00,5.95,-8.80,3.80,1.30,0.00,0.66,15.20
56805,0.00,-0.78,15.16,8,0.29,783,0.00,0.00,14.69,16,9.88,11.50,5.95,-8.78,3.83,1.28,0.00,0.66,15.20
56875,0.00,-0.78,15.04,8,0.29,779,0.00,0.00,14.69,16,9.88,11.50,5.95,-8.72,3.80,1.30,0.00,0.66,15.10
56942,0.78,-0.78,15.04,8,0.29,777,0.00,0.00,14.69,16,9.88,11.50,5.95,-8.72,3.80,1.30,0.00,0.66,15.00
57010,0.00,-0.78,14.93,8,0.30,777,0.00,0.00,14.69,16,9.88,10.50,5.95,-8.72,3.80,1.28,0.00,0.66,15.00
57079,0.78,-0.78,15.16,8,0.29,784,0.00,0.00,14.69,16,9.88,9.50,5.95,-8.72,3.80,1.30,0.00,0.66,15.10
57140,0.78,-0.78,14.93,8,0.30,791,0.00,0.00,14.69,16,9.88,10.50,5.95,-8.70,3.86,1.30,0.00,0.66,15.30
57214,0.78,-0.78,15.04,8,0.29,783,0.00,0.00,14.69,16,9.88,9.50,5.95,-8.68,3.86,1.28,0.00,0.66,15.30
57284,0.78,-0.78,14.93,8,0.29,790,0.00,0.00,14.69,16,9.88,10.50,5.95,-8.68,3.86,1.30,0.00,0.66,15.10
57353,0.78,-0.78,14.93,8,0.29,796,0.00,0.00,14.69,16,9.88,9.00,5.95,-8.68,3.91,1.32,0.00,0.66,15.10
57425,0.00,-0.78,14.81,8,0.29,793,0.00,0.00,14.69,16,9.88,9.50,5.95,-8.68,3.86,1.30,0.00,0.66,15.00
57489,0.00,-0.78,14.81,8,0.29,798,0.00,0.00,14.69,16,9.88,9.00,5.95,-8.68,3.91,1.30,0.00,0.66,15.00
57560,0.00,-0.78,14.81,8,0.30,804,0.00,0.00,14.69,16,9.88,8.00,5.95,-8.68,3.91,1.30,0.00,0.66,15.00
57626,0.00,-0.78,14.81,8,0.30,793,0.00,0.00,14.69,16,9.88,9.50,6.09,-8.64,3.91,1.32,0.00,0.66,14.90
57690,0.00,-0.78,14.81,8,0.30,796,0.00,0.00,14.69,16,9.88,9.00,5.95,-8.68,3.93,1.30,0.00,0.66,14.90
57764,0.78,-0.78,14.81,8,0.30,791,0.00,0.00,14.69,16,9.88,10.50,6.09,-8.62,3.91,1.30,0.00,0.66,14.90
57834,0.78,-0.78,14.93,8,0.30,789,0.00,0.00,14.69,16,9.88,10.00,6.09,-8.66,3.93,1.32,0.00,0.66,14.80
57898,0.78,-0.78,14.93,8,0.30,780,0.00,0.00,14.69,16,9.88,10.50,6.09,-8.64,3.86,1.30,0.00,0.66,14.80
57969,1.56,-0.78,15.04,8,0.30,778,0.00,0.00,14.69,16,9.88,11.00,6.09,-8.62,3.91,1.30,0.00,0.66,15.00
58038,0.78,-0.78,15.04,8,0.36,775,0.00,0.00,12.41,16,9.88,9.50,6.09,-8.47,3.93,1.34,0.00,0.68,14.90
58105,0.78,-0.78,14.93,8,0.40,763,0.00,0.00,12.36,16,10.23,10.50,6.24,-7.91,4.58,1.44,0.00,0.72,14.90
58180,1.56,-0.78,15.04,8,0.44,762,0.00,0.00,13.35,16,11.99,11.50,6.82,-7.66,5.46,1.44,0.00,0.74,15.00
58242,0.78,-0.78,14.93,8,0.46,763,0.00,0.00,13.81,16,13.75,13.00,7.11,-7.27,5.72,1.48,0.00,0.74,15.00
58309,1.56,-0.78,14.81,8,0.46,794,0.00,0.00,14.66,16,14.10,14.00,7.40,-7.02,6.18,1.52,0.00,0.74,15.00
58380,0.78,-0.78,14.81,8,0.45,847,0.00,0.00,14.66,16,16.21,15.50,7.69,-6.77,6.44,1.52,0.00,0.76,15.00
58441,0.00,-0.78,14.01,8,0.45,911,0.00,0.00,14.66,16,18.32,17.50,7.98,-6.56,6.77,1.54,0.00,0.78,14.90
58511,-1.56,-0.78,14.01,8,0.47,976,0.00,0.00,13.99,16,21.48,21.00,8.13,-6.25,7.30,1.60,0.00,0.80,14.90
58578,-5.47,-0.78,13.21,8,0.47,1052,0.00,0.00,14.66,16,25.35,25.00,8.42,-6.07,8.27,1.64,0.00,0.82,14.50
58653,-5.47,-0.78,13.32,8,0.47,1155,0.00,0.00,14.66,16,25.70,25.00,8.56,-6.05,9.04,1.68,0.00,0.82,14.10
58723,-6.25,-0.78,13.44,8,0.46,1246,0.00,0.00,14.66,16,26.41,26.00,8.71,-6.01,9.79,1.74,0.00,0.84,13.90
58785,-3.12,-0.78,14.01,8,0.46,1296,0.00,0.00,14.67,16,26.76,26.00,8.71,-6.11,10.17,1.74,0.00,0.84,13.90
58858,-0.78,-0.78,14.70,8,0.46,1373,0.00,0.00,14.67,16,27.11,26.50,8.56,-6.23,10.43,1.74,0.00,0.84,14.40
58927,1.56,-0.78,15.27,8,0.45,1435,0.00,0.00,14.67,16,27.46,27.00,8.56,-6.30,10.64,1.76,0.00,0.84,14.40
58995,3.91,-0.78,16.08,8,0.45,1492,0.00,0.00,14.68,16,28.16,27.50,8.42,-6.40,10.89,1.76,0.00,0.86,15.20
59063,4.69,-0.78,16.19,8,0.42,1518,0.00,0.00,15.27,16,28.52,28.00,8.27,-6.50,10.79,1.76,0.00,0.86,15.90
59133,4.69,-0.78,15.96,8,0.42,1564,0.00,0.00,14.69,16,29.22,28.50,8.13,-6.59,10.85,1.78,0.00,0.86,16.10
59195,3.91,-0.78,15.73,8,0.43,1584,0.00,0.00,14.69,16,29.22,28.50,8.13,-6.71,11.35,1.80,0.00,0.86,16.10
59269,3.91,-0.78,15.62,8,0.42,1592,0.00,0.00,14.69,16,29.57,29.00,7.98,-6.79,11.25,1.78,0.00,0.86,15.90
59337,5.47,-0.78,15.50,8,0.42,1605,0.00,0.00,14.69,16,29.92,29.00,7.98,-6.83,11.25,1.78,0.00,0.86,15.60
59400,7.03,-0.78,15.85,8,0.42,1627,0.00,0.00,14.69,16,30.27,29.50,7.84,-6.92,11.25,1.78,0.00,0.86,15.60
59475,7.03,-0.78,15.62,8,0.41,1635,0.00,0.00,14.69,16,30.27,29.50,7.69,-6.98,11.19,1.78,0.00,0.86,15.50
59539,7.03,-0.78,15.39,8,0.42,1643,0.00,0.00,14.69,16,30.27,29.50,7.69,-7.02,11.25,1.78,0.00,0.86,15.50
59612,7.03,-0.78,15.16,8,0.41,1634,0.00,0.00,14.69,16,30.27,29.50,7.69,-7.06,11.29,1.78,0.00,0.86,15.50
59681,6.25,-0.78,15.04,8,0.41,1636,0.00,0.00,14.69,16,30.62,30.50,7.69,-7.10,11.25,1.78,0.00,0.86,15.20
59744,7.03,-0.78,14.93,8,0.39,1669,0.00,0.00,15.66,16,32.38,32.50,7.55,-8.04,11.45,1.78,0.00,0.78,15.00
59810,6.25,-0.78,14.81,8,0.30,1785,0.00,0.00,16.19,16,31.68,30.50,6.67,-9.46,8.75,1.54,0.00,0.66,15.00
59885,6.25,0.78,14.81,8,0.23,1898,0.00,0.00,15.80,16,24.65,24.50,5.22,-10.15,4.73,1.36,0.00,0.66,14.90
59953,5.47,0.78,14.81,8,0.18,1941,0.00,0.00,15.33,16,19.38,17.50,4.64,-10.62,3.96,1.30,0.00,0.66,14.90
60023,3.12,0.78,13.32,8,0.15,1915,0.00,0.00,14.72,16,14.45,13.00,4.06,-11.00,3.78,1.28,0.00,0.66,14.70
60090,0.78,0.78,12.75,8,0.15,1875,0.00,0.00,14.72,16,11.99,11.50,3.77,-11.22,3.96,1.32,0.00,0.66,14.70
60159,-1.56,0.78,12.29,8,0.15,1802,0.00,0.00,12.81,16,11.99,11.50,3.48,-11.35,4.45,1.36,0.00,0.66,14.20
60227,-3.91,0.78,12.17,8,0.20,1702,0.00,0.00,14.71,16,11.99,11.50,3.34,-11.27,4.91,1.44,0.00,0.66,13.50
60298,-4.69,0.78,12.06,8,0.22,1620,0.00,0.00,14.71,16,11.99,11.50,3.34,-11.08,5.33,1.44,0.00,0.66,13.50
60362,-5.47,0.78,12.17,8,0.23,1513,0.00,0.00,14.71,16,11.64,11.50,3.63,-10.98,5.46,1.44,0.00,0.66,13.10
60432,-5.47,0.78,12.52,8,0.22,1379,0.00,0.00,14.71,16,11.29,19.00,3.63,-10.98,5.14,1.40,0.00,0.66,12.90
60502,-6.25,0.78,12.86,8,0.22,1330,0.00,0.00,14.71,16,10.94,19.00,3.77,-10.96,7.51,1.40,0.00,0.66,12.90
60571,-5.47,0.78,12.86,8,0.23,1296,0.00,0.00,14.71,16,10.94,19.00,3.77,-10.96,4.97,1.40,0.00,0.66,12.90
60641,-5.47,0.78,13.21,8,0.24,1264,0.00,0.00,14.71,16,10.59,19.00,3.77,-10.91,5.01,1.40,0.00,0.66,12.90
60703,-7.03,0.78,13.09,8,0.25,1207,0.00,0.00,14.71,16,10.59,18.50,3.77,-10.79,4.95,1.40,0.00,0.66,12.90
60776,-8.59,0.78,12.75,8,0.26,1158,0.00,0.00,14.71,16,10.23,18.50,3.92,-10.69,4.91,1.38,0.00,0.66,13.10
60844,-8.59,0.78,12.86,8,0.26,1121,0.00,0.00,14.71,16,10.23,18.00,4.06,-10.54,4.82,1.38,0.00,0.66,13.10
60911,-10.16,0.78,12.63,8,0.26,1076,0.00,0.00,14.71,16,9.88,17.50,4.21,-10.44,4.73,1.38,0.00,0.66,13.10
60980,-10.94,0.78,12.40,8,0.27,1024,0.00,0.00,14.71,16,9.88,17.50,4.35,-10.31,4.57,1.36,0.00,0.66,13.20
61049,-11.72,0.78,12.29,8,0.26,1005,0.00,0.00,14.71,16,9.88,17.50,4.50,-10.11,4.40,1.34,0.00,0.66,13.10
61120,-13.28,0.78,12.17,8,0.25,988,0.00,0.00,14.71,16,9.88,17.50,4.64,-10.00,4.15,1.32,0.00,0.66,13.10
61184,-14.06,0.78,12.06,8,0.26,966,0.00,0.00,14.71,16,9.88,17.50,4.64,-9.90,4.07,1.32,0.00,0.66,13.00
61255,-14.84,0.78,11.94,8,0.27,934,0.00,0.00,14.71,16,9.88,17.50,4.79,-9.77,3.99,1.32,0.00,0.66,12.90
61322,-15.62,0.78,12.06,8,0.28,902,0.00,0.00,14.70,16,9.88,17.50,4.93,-9.69,3.99,1.32,0.00,0.66,12.80
61389,-16.41,-0.78,11.94,8,0.28,867,0.00,0.00,14.70,16,9.88,17.50,5.08,-9.51,4.02,1.32,0.00,0.66,12.80
61459,-17.19,-0.78,11.94,8,0.29,854,0.00,0.00,14.70,16,9.88,17.50,5.22,-9.42,4.04,1.32,0.00,0.66,12.60
61529,-17.19,-0.78,12.06,8,0.29,829,0.00,0.00,14.70,16,9.88,17.50,5.22,-9.26,4.02,1.30,0.00,0.66,12.50
61593,-17.97,-0.78,12.17,8,0.29,826,0.00,0.00,14.70,16,9.88,17.50,5.37,-9.17,4.02,1.30,0.00,0.66,12.50
61664,-17.97,-0.78,12.40,8,0.29,814,0.00,0.00,14.70,16,9.88,17.50,5.51,-9.11,3.99,1.32,0.00,0.66,12.50
61734,-17.97,-0.78,12.52,8,0.29,811,0.00,0.00,14.70,16,9.88,17.50,5.66,-9.01,3.93,1.30,0.00,0.66,12.50
61802,-17.19,-0.78,12.86,8,0.30,800,0.00,0.00,14.70,16,9.88,17.50,5.66,-8.95,3.91,1.30,0.00,0.66,12.50
61871,-16.41,-0.78,13.32,8,0.30,783,0.00,0.00,14.70,16,9.88,17.50,5.66,-8.91,3.91,1.32,0.00,0.66,12.50
61940,-15.62,-0.78,13.67,8,0.30,769,0.00,0.00,14.70,16,9.88,17.50,5.80,-8.84,3.91,1.30,0.00,0.66,12.60
62008,-14.84,-0.78,14.24,8,0.31,768,0.00,0.00,14.70,16,9.88,17.50,5.80,-8.80,3.91,1.30,0.00,0.66,12.60
62069,-14.06,-0.78,14.36,8,0.31,766,0.00,0.00,14.70,16,9.88,17.50,5.95,-8.74,3.91,1.30,0.00,0.66,12.80
62144,-13.28,-0.78,14.70,8,0.32,750,0.00,0.00,14.69,16,9.88,17.50,5.95,-8.64,3.91,1.32,0.00,0.66,13.10
62210,-12.50,-0.78,14.93,8,0.32,748,0.00,0.00,14.69,16,9.88,17.50,6.09,-8.60,3.96,1.30,0.00,0.64,13.10
62282,-11.72,-0.78,15.27,8,0.32,735,0.00,0.00,14.69,16,9.88,17.50,6.09,-8.51,3.99,1.32,0.00,0.64,13.60
62350,-10.16,-0.78,15.73,8,0.32,748,0.00,0.00,14.69,16,9.88,17.50,6.24,-8.43,4.07,1.32,0.00,0.66,13.90
62420,-9.38,-0.78,15.96,8,0.33,755,0.00,0.00,14.69,16,9.88,17.50,6.24,-8.35,4.07,1.32,0.00,0.66,13.90
62487,-9.38,-0.78,16.08,8,0.32,766,0.00,0.00,14.70,16,9.88,17.50,6.38,-8.33,4.10,1.34,0.00,0.64,14.40
62556,-7.81,-0.78,16.42,8,0.31,788,0.00,0.00,14.70,16,9.88,15.00,6.38,-8.35,4.07,1.32,0.00,0.64,14.70
62624,-7.03,-0.78,16.31,8,0.30,790,0.00,0.00,14.70,16,9.88,12.50,6.38,-8.39,4.02,1.30,0.00,0.64,15.50
62688,-6.25,-0.78,16.65,8,0.30,808,0.00,0.00,14.70,16,9.88,14.00,6.24,-8.43,3.99,1.32,0.00,0.64,15.50
62761,-7.03,-0.78,16.42,8,0.30,796,0.00,0.00,14.70,16,9.88,13.50,6.24,-8.45,3.93,1.32,0.00,0.66,16.00
62828,-6.25,-0.78,16.77,8,0.30,796,0.00,0.00,14.70,16,9.88,14.00,6.24,-8.49,3.91,1.30,0.00,0.66,16.30
62897,-7.03,-0.78,16.54,8,0.31,789,0.00,0.00,14.70,16,9.88,15.50,6.24,-8.47,3.93,1.30,0.00,0.64,16.30
62965,-6.25,-0.78,16.42,8,0.31,776,0.00,0.00,14.70,16,9.88,14.00,6.24,-8.43,3.99,1.32,0.00,0.64,16.10
63035,-6.25,-0.78,16.19,8,0.32,786,0.00,0.00,14.69,16,9.88,13.00,6.24,-8.41,4.07,1.32,0.00,0.64,16.20
63097,-5.47,-0.78,16.31,8,0.32,788,0.00,0.00,14.69,16,9.88,13.00,6.24,-8.39,4.18,1.32,0.00,0.64,16.20
63172,-5.47,-0.78,16.19,8,0.32,790,0.00,0.00,14.70,16,9.88,13.50,6.24,-8.39,4.18,1.32,0.00,0.66,16.30
63239,-5.47,-0.78,16.08,8,0.30,782,0.00,0.00,14.70,16,9.88,9.50,6.24,-8.35,4.15,1.32,0.00,0.64,16.30
63309,-4.69,-0.78,15.96,8,0.30,819,0.00,0.00,14.70,16,9.88,7.50,6.38,-8.41,4.15,1.30,0.00,0.64,16.30
63376,-4.69,-0.78,15.96,8,0.30,838,0.00,0.00,14.70,16,9.88,7.00,6.24,-8.45,4.10,1.30,0.00,0.64,16.30
63445,-3.91,-0.78,16.08,8,0.30,834,0.00,0.00,14.70,16,9.88,8.00,6.24,-8.57,3.99,1.32,0.00,0.64,16.20
63509,-3.91,-0.78,16.08,8,0.29,826,0.00,0.00,14.70,16,9.88,9.00,6.24,-8.57,3.96,1.32,0.00,0.66,16.20
63584,-3.12,-0.78,16.19,8,0.29,836,0.00,0.00,14.70,16,9.88,8.00,6.09,-8.60,4.04,1.32,0.00,0.64,16.20
63648,-2.34,-0.78,16.19,8,0.29,841,0.00,0.00,14.70,16,9.88,7.50,6.09,-8.60,4.02,1.32,0.00,0.64,16.20
63720,-2.34,-0.78,16.31,8,0.29,846,0.00,0.00,14.70,16,9.88,7.00,6.09,-8.68,4.04,1.30,0.00,0.64,16.20
63783,-1.56,-0.78,16.31,8,0.29,833,0.00,0.00,14.70,16,9.88,8.50,5.95,-8.68,4.04,1.32,0.00,0.64,16.00
63855,-1.56,-0.78,16.19,8,0.29,833,0.00,0.00,14.70,16,9.88,8.50,5.95,-8.68,4.04,1.32,0.00,0.64,16.20
63927,-2.34,-0.78,15.96,8,0.29,822,0.00,0.00,14.70,16,9.88,10.00,5.95,-8.70,4.04,1.32,0.00,0.66,16.20
63992,-1.56,-0.78,15.96,8,0.29,832,0.00,0.00,14.70,16,9.88,9.00,5.95,-8.70,4.04,1.32,0.00,0.64,16.20
64062,-2.34,-0.78,15.73,8,0.29,825,0.00,0.00,14.70,16,9.88,9.50,5.95,-8.70,3.99,1.30,0.00,0.66,16.10
64128,-1.56,-0.78,15.73,8,0.29,830,0.00,0.00,14.70,16,9.88,8.50,5.95,-8.70,3.99,1.30,0.00,0.66,16.10
64198,-2.34,-0.78,15.85,8,0.29,836,0.00,0.00,14.70,16,9.88,9.00,5.95,-8.72,4.02,1.32,0.00,0.66,16.10
64267,-1.56,-0.78,15.50,8,0.28,831,0.00,0.00,14.70,16,9.88,8.00,5.95,-8.72,3.99,1.32,0.00,0.66,16.00
64334,-1.56,-0.78,15.62,8,0.29,840,0.00,0.00,14.70,16,9.88,8.50,5.95,-8.72,3.96,1.32,0.00,0.64,15.80
64403,-1.56,-0.78,15.39,8,0.29,838,0.00,0.00,14.70,16,9.88,9.50,5.95,-8.74,3.99,1.30,0.00,0.64,15.80
64470,-0.78,-0.78,15.50,8,0.29,830,0.00,0.00,14.70,16,9.88,10.50,5.95,-8.74,4.02,1.30,0.00,0.66,15.80
64541,-1.56,-0.78,15.39,8,0.29,818,0.00,0.00,14.70,16,9.88,9.50,5.95,-8.72,3.99,1.32,0.00,0.66,15.70
64605,-0.78,-0.78,15.27,8,0.29,826,0.00,0.00,14.70,16,9.88,9.50,5.95,-8.76,3.93,1.32,0.00,0.66,15.70
64679,-0.78,-0.78,15.50,8,0.29,826,0.00,0.00,14.70,16,9.88,9.00,5.95,-8.72,3.93,1.32,0.00,0.64,15.50
64746,-0.78,-0.78,15.39,8,0.29,835,0.00,0.00,14.70,16,9.88,9.50,5.95,-8.78,3.99,1.30,0.00,0.66,15.50
64809,0.00,-0.78,15.39,8,0.29,831,0.00,0.00,14.70,16,9.88,8.50,5.95,-8.72,3.96,1.30,0.00,0.66,15.50
64879,0.00,-0.78,15.50,8,0.29,836,0.00,0.00,14.70,16,9.88,8.50,5.95,-8.78,3.99,1.32,0.00,0.66,15.40
64951,0.00,-0.78,15.39,8,0.29,828,0.00,0.00,14.70,16,9.88,9.50,5.95,-8.78,3.96,1.32,0.00,0.66,15.50
65020,0.00,-0.78,15.50,8,0.29,834,0.00,0.00,14.70,16,9.88,9.00,5.95,-8.80,3.99,1.32,0.00,0.66,15.40
65085,0.00,-0.78,15.39,8,0.29,839,0.00,0.00,14.70,16,9.88,8.50,5.95,-8.78,3.96,1.30,0.00,0.66,15.40
65157,0.78,-0.78,15.39,8,0.28,850,0.00,0.00,14.70,16,9.88,7.50,5.95,-8.84,3.93,1.30,0.00,0.66,15.40
65223,0.78,-0.78,15.39,8,0.28,839,0.00,0.00,14.70,16,9.88,8.50,5.80,-8.82,3.88,1.30,0.00,0.66,15.40
65293,0.78,-0.78,15.39,8,0.28,846,0.00,0.00,14.70,16,9.88,8.00,5.95,-8.86,3.88,1.30,0.00,0.66,15.40
65362,0.00,-0.78,15.16,8,0.28,831,0.00,0.00,14.70,16,9.88,9.50,5.80,-8.88,3.88,1.32,0.00,0.66,15.30
65430,0.00,-0.78,15.16,8,0.28,838,0.00,0.00,14.70,16,9.88,9.00,5.80,-8.89,3.93,1.30,0.00,0.66,15.40
65499,0.00,-0.78,15.04,8,0.29,826,0.00,0.00,14.70,16,9.88,10.50,5.80,-8.88,3.93,1.30,0.00,0.66,15.40
65564,0.78,-0.78,15.04,8,0.29,832,0.00,0.00,14.70,16,9.88,9.50,5.80,-8.88,3.99,1.30,0.00,0.66,15.30
65637,0.00,-0.78,15.04,8,0.28,838,0.00,0.00,14.70,16,9.88,9.50,5.80,-8.86,3.99,1.30,0.00,0.66,15.20
65704,0.78,-0.78,14.93,8,0.28,836,0.00,0.00,14.70,16,9.88,8.50,5.80,-8.86,3.96,1.32,0.00,0.66,15.20
65774,0.78,-0.78,15.04,8,0.27,843,0.00,0.00,14.70,16,9.88,8.00,5.80,-8.88,3.91,1.32,0.00,0.66,15.10
65842,0.78,-0.78,15.04,8,0.28,846,0.00,0.00,14.70,16,9.88,8.00,5.80,-8.89,3.86,1.30,0.00,0.66,15.20
65907,0.78,-0.78,15.04,8,0.28,849,0.00,0.00,14.70,16,9.88,8.00,5.80,-8.91,3.91,1.30,0.00,0.66,15.20
65974,0.78,-0.78,14.93,8,0.28,847,0.00,0.00,14.70,16,9.88,8.50,5.80,-8.93,3.88,1.30,0.00,0.66,15.10
66048,1.56,-0.78,14.93,8,0.28,846,0.00,0.00,14.70,16,9.88,10.00,5.80,-8.93,3.88,1.30,0.00,0.66,15.10
66109,0.78,-0.78,15.04,8,0.28,830,0.00,0.00,14.70,16,9.88,9.50,5.80,-8.91,3.83,1.30,0.00,0.66,15.10
66179,1.56,-0.78,15.04,8,0.28,835,0.00,0.00,14.70,16,9.88,10.50,5.80,-8.97,3.86,1.30,0.00,0.66,15.10
66252,0.78,-0.78,14.93,8,0.28,828,0.00,0.00,14.70,16,9.88,9.50,5.66,-8.91,3.83,1.30,0.00,0.66,15.00
66317,1.56,-0.78,14.93,8,0.28,832,0.00,0.00,14.70,16,9.88,9.00,5.80,-8.95,3.91,1.30,0.00,0.66,15.00
66389,0.78,-0.78,14.93,8,0.28,831,0.00,0.00,14.70,16,9.88,9.50,5.80,-8.91,3.91,1.30,0.00,0.66,15.00
66458,1.56,-0.78,15.04,8,0.28,838,0.00,0.00,14.70,16,9.88,9.50,5.80,-8.95,3.88,1.30,0.00,0.66,15.20
66526,0.78,-0.78,14.81,8,0.28,842,0.00,0.00,14.70,16,9.88,9.00,5.80,-8.91,3.86,1.30,0.00,0.66,15.00
66594,1.56,-0.78,14.93,8,0.27,840,0.00,0.00,14.70,16,9.88,9.00,5.80,-8.97,3.78,1.30,0.00,0.66,15.00
66663,0.78,-0.78,14.81,8,0.27,839,0.00,0.00,14.70,16,9.88,9.00,5.80,-8.95,3.80,1.28,0.00,0.64,15.00
66732,0.78,-0.78,14.81,8,0.27,844,0.00,0.00,14.70,16,9.88,9.00,5.66,-8.99,3.78,1.28,0.00,0.66,14.90
66800,0.78,-0.78,14.70,8,0.27,833,0.00,0.00,14.70,16,9.88,9.50,5.66,-8.97,3.78,1.30,0.00,0.64,14.90
