Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),Vehicle Speed Ratio Calculation* (raw),Gear (Calculated)* (position),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
125508,-3.12,0.00,13.67,8,0.39,1014,0.00,0.00,14.65,14,13.40,11.00,84,5.95,-8.60,6.79,1.52,0.00,-1.30,2.75,0.74,0.00,0.00,3241,5,14.70
125600,-5.47,0.00,13.09,8,0.38,1091,0.00,0.00,15.14,14,16.91,15.50,84,6.24,-8.37,7.02,1.56,0.00,-1.30,2.75,0.74,0.00,0.00,3474,5,14.70
125694,-7.03,0.00,13.21,8,0.35,1175,0.00,0.00,14.67,14,19.38,18.50,84,6.38,-8.41,7.48,1.56,0.00,-1.60,2.75,0.74,0.00,0.00,3885,4,14.40
125788,-9.38,0.00,12.86,8,0.33,1312,0.00,0.00,14.69,14,23.95,21.00,84,6.24,-8.57,7.61,1.58,0.00,-1.60,3.14,0.76,0.00,0.00,4285,4,13.80
125882,-8.59,0.00,13.21,8,0.32,1473,0.00,0.00,14.69,14,27.46,25.50,84,6.09,-8.78,7.73,1.60,0.00,-1.60,3.14,0.76,0.00,0.00,4667,4,13.80
125975,-4.69,0.00,14.36,8,0.34,1482,0.00,0.00,14.69,14,28.52,26.50,84,5.95,-8.80,8.03,1.60,0.00,-1.60,3.53,0.76,0.00,0.00,4557,4,13.90
126069,-3.12,0.00,14.70,8,0.34,1429,0.00,0.00,14.69,14,28.52,26.50,84,5.95,-8.76,8.19,1.62,0.00,-1.60,3.53,0.76,0.00,0.00,4664,4,14.20
126162,-0.78,0.00,15.62,8,0.36,1472,0.00,0.00,14.67,14,28.52,26.00,84,5.95,-8.68,8.60,1.64,0.00,-1.60,3.92,0.78,0.00,0.00,4656,4,14.40
126256,0.00,0.00,15.85,8,0.38,1455,0.00,0.00,13.29,14,28.52,26.00,84,6.09,-8.51,8.69,1.64,0.00,-1.60,4.31,0.78,0.00,0.00,4740,4,15.80
126350,0.00,0.00,15.62,8,0.43,1468,0.00,0.00,14.65,14,28.52,26.00,84,6.24,-8.04,10.28,1.74,0.00,-1.60,5.10,0.82,0.00,0.00,4670,4,15.80
126443,-1.56,0.00,15.04,8,0.46,1470,0.00,0.00,13.84,14,28.52,26.50,84,6.82,-7.68,11.01,1.76,0.00,-1.60,5.49,0.84,0.00,0.00,4734,4,15.70
126537,-2.34,0.00,14.81,8,0.49,1463,0.00,0.00,14.64,14,28.52,26.00,84,7.11,-7.21,11.42,1.80,0.00,-1.60,5.88,0.84,0.00,0.00,4708,4,15.00
126630,-4.69,0.00,14.01,8,0.51,1462,0.00,0.00,14.64,14,28.52,26.00,84,7.69,-6.92,12.12,1.84,0.00,-1.60,6.67,0.86,0.00,0.00,4788,4,14.80
126724,-7.03,0.00,13.67,8,0.51,1467,0.00,0.00,14.64,14,28.52,26.00,84,7.84,-6.61,12.62,1.84,0.00,-1.60,6.67,0.86,0.00,0.00,4734,4,14.20
126818,-5.47,0.00,13.90,8,0.55,1487,0.00,0.00,13.37,14,28.52,26.00,84,8.27,-6.27,13.28,1.88,0.00,-1.60,7.45,0.90,0.00,0.00,4757,4,14.10
126911,-3.91,0.00,14.24,8,0.63,1488,0.00,0.00,13.78,14,28.52,26.00,84,8.56,-5.67,14.72,1.94,0.00,-1.60,8.63,0.94,0.00,0.00,4856,4,14.40
127006,-2.34,0.78,14.93,8,0.66,1512,0.00,0.00,14.61,14,28.52,26.00,84,9.00,-5.03,16.51,1.98,0.00,-1.60,9.02,0.94,0.00,0.00,4847,4,14.80
127099,-3.12,0.78,14.81,8,0.66,1519,0.00,0.00,14.61,14,28.87,26.00,84,9.87,-4.68,16.58,2.00,0.00,-1.60,9.41,0.96,0.00,0.00,4889,3,14.80
127193,-4.69,0.78,14.47,8,0.66,1528,0.00,0.00,14.93,14,28.52,26.50,84,10.01,-4.49,16.51,1.98,0.00,-1.60,9.41,0.96,0.00,0.00,4889,3,14.90
127287,-4.69,0.78,14.47,8,0.66,1530,0.00,0.00,14.62,14,28.87,26.50,84,10.30,-4.35,16.93,2.00,0.00,-1.60,9.80,0.96,0.00,0.00,4966,3,14.50
127380,-2.34,0.78,14.70,8,0.66,1543,0.00,0.00,14.63,14,28.87,27.00,84,10.45,-4.23,17.07,2.02,0.00,-1.60,9.80,0.96,0.00,0.00,5013,3,14.60
127473,-0.78,0.78,15.27,8,0.66,1567,0.00,0.00,14.63,14,28.87,26.50,84,10.45,-4.18,17.21,2.02,0.00,-1.60,9.80,0.96,0.00,0.00,5022,3,15.20
127567,0.00,0.78,15.50,8,0.65,1572,0.00,0.00,14.64,14,29.22,27.00,84,10.45,-4.22,17.21,2.02,0.00,-1.60,9.80,0.96,0.00,0.00,5107,3,15.40
127661,0.00,0.78,15.39,8,0.65,1588,0.00,0.00,14.64,14,29.22,27.00,84,10.45,-4.41,16.93,2.00,0.00,-1.60,9.41,0.94,0.00,0.00,5130,3,15.40
127754,1.56,0.78,15.39,8,0.64,1592,0.00,0.00,14.93,14,29.57,27.00,84,10.30,-4.54,16.78,2.00,0.00,-1.90,9.41,0.94,0.00,0.00,5127,3,15.60
127848,1.56,0.78,15.27,8,0.63,1606,0.00,0.00,14.66,14,29.57,27.00,84,10.16,-4.64,16.86,2.00,0.00,-1.90,9.02,0.94,0.00,0.00,5163,3,15.40
127942,0.78,0.78,15.04,8,0.62,1612,0.00,0.00,14.66,14,29.92,27.50,84,10.01,-4.78,17.00,2.00,0.00,-1.90,9.02,0.94,0.00,0.00,5113,3,15.10
128036,1.56,0.78,15.04,8,0.62,1624,0.00,0.00,14.66,14,29.92,27.50,84,9.87,-4.81,16.78,2.00,0.00,-1.90,9.02,0.94,0.00,0.00,5094,3,15.20
128129,1.56,0.78,14.93,8,0.62,1642,0.00,0.00,14.66,14,29.92,27.50,84,9.87,-4.91,17.00,2.00,0.00,-1.90,9.02,0.94,0.00,0.00,4439,3,15.00
128222,2.34,0.78,14.93,8,0.61,1654,0.00,0.00,14.67,14,30.27,28.00,84,9.72,-4.93,17.21,2.00,0.00,-1.90,9.02,0.94,0.00,0.00,6180,3,15.10
128316,2.34,0.78,14.93,8,0.63,1684,0.00,0.00,14.66,14,29.92,27.50,84,9.72,-4.91,17.64,2.02,0.00,-1.90,9.41,0.96,0.00,0.00,5249,3,15.00
128409,2.34,0.78,14.93,8,0.64,1680,0.00,0.00,14.25,14,30.27,28.00,84,9.87,-4.87,17.71,2.02,0.00,-1.90,9.80,0.96,0.00,0.00,5071,3,14.90
128503,2.34,0.78,14.81,8,0.65,1694,0.00,0.00,14.66,14,30.27,28.00,84,9.87,-4.78,18.02,2.06,0.00,-1.90,10.20,0.98,0.00,0.00,5090,3,14.70
128597,2.34,0.78,14.70,8,0.66,1698,0.00,0.00,14.27,14,30.27,28.50,84,10.01,-4.64,18.72,2.06,0.00,-1.60,10.59,1.00,0.00,0.00,5197,3,14.70
128691,2.34,0.78,14.70,8,0.66,1727,0.00,0.00,14.66,14,30.27,28.50,84,10.16,-4.49,19.27,2.08,0.00,-1.60,10.98,1.00,0.00,0.00,5170,3,14.70
128785,2.34,0.78,14.59,8,0.70,1746,0.00,0.00,14.66,14,30.62,28.50,84,10.30,-4.33,19.81,2.10,0.00,-1.60,10.98,1.02,0.00,0.00,5259,3,14.60
128878,1.56,0.78,14.47,8,0.70,1737,0.00,0.00,14.66,14,30.62,28.50,84,10.45,-4.16,20.15,2.10,0.00,-1.60,11.37,1.02,0.00,0.00,4997,3,14.50
128972,0.78,0.78,14.36,8,0.69,1769,0.00,0.00,14.66,14,30.62,28.50,84,10.59,-4.04,20.54,2.10,0.00,-1.60,11.76,1.02,0.00,0.00,5016,3,14.60
129065,0.78,0.78,14.36,8,0.72,1785,0.00,0.00,14.66,14,30.98,28.50,84,10.74,-3.89,21.01,2.14,0.00,-1.30,12.16,1.04,0.00,0.00,5071,3,14.50
129159,1.56,0.78,14.59,8,0.73,1787,0.00,0.00,14.29,14,30.98,28.50,84,10.88,-3.75,21.38,2.14,0.00,-1.30,12.55,1.04,0.00,0.00,5110,3,14.60
129252,2.34,0.78,14.81,8,0.73,1804,0.00,0.00,14.66,14,30.98,28.50,84,11.03,-3.64,22.13,2.14,0.00,-1.30,12.55,1.04,0.00,0.00,5120,3,14.70
129347,1.56,0.78,14.70,8,0.74,1832,0.00,0.00,14.66,14,31.33,28.50,84,11.03,-3.60,22.13,2.14,0.00,-1.30,12.94,1.06,0.00,0.00,5084,3,14.60
129440,1.56,0.78,14.59,8,0.73,1826,0.00,0.00,14.66,14,31.33,29.00,84,11.17,-3.52,22.51,2.16,0.00,-1.30,12.94,1.06,0.00,0.00,5097,3,14.50
129534,1.56,0.78,14.59,8,0.73,1858,0.00,0.00,14.67,14,31.33,29.00,84,11.17,-3.48,22.80,2.16,0.00,-1.30,12.94,1.06,0.00,0.00,5147,3,14.60
129629,1.56,0.78,14.70,8,0.72,1852,0.00,0.00,14.67,14,31.68,29.50,84,11.32,-3.42,22.89,2.18,0.00,-1.30,12.94,1.08,0.00,0.00,4449,3,14.60
129722,2.34,0.78,14.70,8,0.73,1883,0.00,0.00,14.67,14,31.68,29.50,84,11.32,-3.38,22.89,2.18,0.00,-1.30,13.33,1.08,0.00,0.00,5211,3,14.60
129816,2.34,0.78,14.70,8,0.73,1899,0.00,0.00,14.67,14,31.68,29.50,84,11.32,-3.36,23.30,2.20,0.00,-1.30,13.33,1.08,0.00,0.00,5975,3,14.60
129910,2.34,0.78,14.70,8,0.72,1904,0.00,0.00,14.69,14,32.03,29.50,84,11.32,-3.36,23.00,2.18,0.00,-1.30,13.73,1.08,0.00,0.00,5045,3,14.60
130003,1.56,0.78,14.59,8,0.72,1937,0.00,0.00,14.69,14,32.03,29.50,84,11.32,-3.35,23.52,2.18,0.00,-0.99,13.73,1.08,0.00,0.00,5045,3,14.60
130098,1.56,0.78,14.59,8,0.74,1944,0.00,0.00,14.69,14,32.03,30.00,84,11.32,-3.36,23.74,2.20,0.00,-0.99,13.73,1.08,0.00,0.00,5130,3,14.60
130192,2.34,0.78,14.59,8,0.73,1954,0.00,0.00,14.69,14,32.38,30.00,84,11.32,-3.35,24.16,2.20,0.00,-0.99,13.73,1.08,0.00,0.00,4417,3,14.60
130285,1.56,0.78,14.47,8,0.73,1980,0.00,0.00,14.69,14,32.03,29.50,84,11.32,-3.35,24.16,2.20,0.00,-0.99,13.73,1.08,0.00,0.00,5965,3,14.60
130378,1.56,0.78,14.47,8,0.72,2007,0.00,0.00,14.69,14,32.38,30.50,84,11.32,-3.31,24.05,2.20,0.00,-0.99,13.73,1.08,0.00,0.00,5100,3,14.40
130472,1.56,0.78,14.59,8,0.74,2012,0.00,0.00,14.69,14,32.73,30.50,84,11.32,-3.33,24.80,2.22,0.00,-0.99,13.73,1.10,0.00,0.00,5090,3,14.50
130565,2.34,0.78,14.70,8,0.73,2030,0.00,0.00,14.37,14,33.09,30.50,84,11.32,-3.35,24.91,2.22,0.00,-0.99,13.73,1.08,0.00,0.00,5160,3,14.70
130659,0.78,0.78,14.70,8,0.73,2024,0.00,0.00,14.69,14,33.09,30.50,84,11.32,-3.31,25.02,2.22,0.00,-0.99,13.73,1.10,0.00,0.00,4446,3,14.60
130752,0.78,0.78,14.47,8,0.72,2056,0.00,0.00,14.69,14,33.09,30.50,84,11.32,-3.36,24.79,2.22,0.00,-0.99,13.73,1.10,0.00,0.00,4981,3,14.50
130846,0.78,0.78,14.47,8,0.72,2067,0.00,0.00,14.69,14,33.09,30.50,84,11.32,-3.35,24.91,2.22,0.00,-0.99,13.73,1.10,0.00,0.00,5026,3,14.60
130941,1.56,0.78,14.59,8,0.72,2070,0.00,0.00,14.69,14,33.44,31.00,84,11.32,-3.36,25.45,2.22,0.00,-0.99,14.12,1.10,0.00,0.00,5026,3,14.60
131034,1.56,0.78,14.59,8,0.72,2100,0.00,0.00,14.69,14,33.44,31.00,84,11.32,-3.38,25.54,2.24,0.00,-0.99,14.12,1.10,0.00,0.00,5042,3,14.70
131127,1.56,0.78,14.81,8,0.73,2110,0.00,0.00,15.01,14,33.44,31.00,84,11.32,-3.38,25.87,2.24,0.00,-0.99,14.12,1.10,0.00,0.00,5117,3,14.70
131220,1.56,0.78,14.70,8,0.72,2138,0.00,0.00,14.70,14,33.79,31.50,84,11.32,-3.46,25.87,2.24,0.00,-0.99,14.12,1.10,0.00,0.00,5979,3,14.60
131315,2.34,0.78,14.70,8,0.72,2134,0.00,0.00,14.70,14,34.14,31.50,84,11.32,-3.46,25.55,2.24,0.00,-0.68,14.12,1.10,0.00,0.00,5077,3,14.70
131409,2.34,0.78,14.70,8,0.72,2157,0.00,0.00,14.70,14,34.14,32.00,84,11.17,-3.48,26.07,2.26,0.00,-0.68,14.12,1.10,0.00,0.00,5097,3,14.80
131502,1.56,0.78,14.59,8,0.72,2165,0.00,0.00,14.69,14,34.14,32.00,84,11.17,-3.52,26.64,2.26,0.00,-0.68,14.12,1.10,0.00,0.00,5097,3,14.60
131596,1.56,0.78,14.36,8,0.72,2179,0.00,0.00,14.70,14,34.49,32.00,84,11.17,-3.54,26.30,2.26,0.00,-0.68,14.12,1.10,0.00,0.00,4446,3,14.60
131689,1.56,0.78,14.47,8,0.72,2184,0.00,0.00,14.70,14,34.14,32.00,84,11.17,-3.54,26.53,2.26,0.00,-0.68,14.12,1.10,0.00,0.00,5173,3,14.50
131783,0.78,0.78,14.47,8,0.73,2214,0.00,0.00,14.69,14,34.49,32.00,84,11.17,-3.56,27.11,2.28,0.00,-0.68,14.12,1.10,0.00,0.00,4963,3,14.70
131876,1.56,0.78,14.59,8,0.73,2235,0.00,0.00,14.70,14,34.49,32.50,84,11.17,-3.60,26.98,2.28,0.00,-0.68,14.12,1.10,0.00,0.00,5019,3,14.60
131970,0.78,0.78,14.47,8,0.73,2238,0.00,0.00,14.70,14,34.84,32.50,84,11.17,-3.56,27.22,2.28,0.00,-0.68,14.12,1.10,0.00,0.00,5045,3,14.60
132064,0.00,0.78,14.24,8,0.73,2246,0.00,0.00,14.70,14,34.84,32.50,84,11.17,-3.58,27.69,2.28,0.00,-0.68,14.12,1.10,0.00,0.00,5071,3,14.60
132157,0.00,0.78,14.59,8,0.73,2272,0.00,0.00,14.70,14,35.20,33.00,84,11.03,-3.58,27.57,2.28,0.00,-0.68,14.12,1.10,0.00,0.00,5071,3,14.60
132251,0.78,0.78,14.24,8,0.75,2277,0.00,0.00,14.69,14,35.20,33.00,84,11.17,-3.60,28.04,2.30,0.00,-0.68,14.12,1.10,0.00,0.00,5016,3,14.60
132345,0.00,0.78,14.24,8,0.74,2287,0.00,0.00,14.70,14,35.20,33.00,84,11.17,-3.60,28.39,2.30,0.00,-0.68,14.12,1.10,0.00,0.00,5006,3,14.60
132439,-1.56,0.78,14.13,8,0.75,2320,0.00,0.00,14.70,14,35.55,33.00,84,11.17,-3.56,28.63,2.30,0.00,-0.68,14.12,1.10,0.00,0.00,5042,3,14.50
132532,0.00,0.78,14.36,8,0.75,2281,0.00,0.00,14.69,14,35.55,33.00,84,11.17,-3.62,28.63,2.30,0.00,-0.68,14.12,1.10,0.00,0.00,5147,3,14.60
132626,-0.78,0.78,14.47,8,0.73,2314,0.00,0.00,14.70,14,35.90,33.50,84,11.17,-3.56,28.98,2.30,0.00,-0.68,14.12,1.10,0.00,0.00,4925,3,14.60
132719,-1.56,0.78,14.36,8,0.74,2360,0.00,0.00,14.70,14,35.90,33.00,84,11.17,-3.58,29.21,2.32,0.00,-0.68,14.12,1.10,0.00,0.00,4944,3,14.60
132813,0.00,0.78,14.47,8,0.75,2377,0.00,0.00,14.35,14,35.90,33.50,84,11.17,-3.60,29.08,2.32,0.00,-0.68,14.12,1.10,0.00,0.00,5010,3,14.70
132907,0.00,0.78,14.59,8,0.74,2360,0.00,0.00,14.70,14,36.25,34.00,84,11.17,-3.60,29.44,2.32,0.00,-0.68,14.12,1.10,0.00,0.00,5003,3,14.60
133000,-0.78,0.78,14.47,8,0.76,2401,0.00,0.00,14.70,14,36.25,34.00,84,11.17,-3.56,29.79,2.34,0.00,-0.68,14.12,1.10,0.00,0.00,5042,3,14.60
133094,-0.78,0.78,14.70,8,0.75,2384,0.00,0.00,14.70,14,36.60,34.00,84,11.17,-3.60,29.91,2.34,0.00,-0.68,14.12,1.10,0.00,0.00,5074,3,14.70
133188,0.00,0.78,14.70,8,0.76,2394,0.00,0.00,14.99,14,35.90,33.50,84,11.17,-3.58,30.68,2.34,0.00,-0.68,14.12,1.12,0.00,0.00,4950,3,14.60
133281,-0.78,0.78,14.59,8,0.76,2438,0.00,0.00,14.69,14,36.60,34.00,84,11.03,-3.62,30.50,2.34,0.00,-0.68,14.51,1.10,0.00,0.00,5022,3,14.70
133376,-0.78,0.78,14.36,8,0.75,2427,0.00,0.00,14.30,14,37.30,34.50,84,11.17,-3.62,31.05,2.34,0.00,-0.39,14.51,1.12,0.00,0.00,5022,3,14.50
133469,0.00,0.78,14.70,8,0.77,2436,0.00,0.00,15.08,14,36.95,35.00,84,11.03,-3.64,31.58,2.36,0.00,-0.39,14.51,1.12,0.00,0.00,5000,3,14.70
133562,0.00,0.78,14.24,8,0.77,2472,0.00,0.00,14.42,14,37.30,35.00,84,11.03,-3.67,31.76,2.36,0.00,-0.39,14.51,1.12,0.00,0.00,5067,3,14.70
133656,-0.78,0.78,14.47,8,0.77,2468,0.00,0.00,14.69,14,37.30,35.50,84,11.03,-3.69,31.41,2.36,0.00,-0.39,14.51,1.12,0.00,0.00,4865,4,14.50
133750,0.00,0.78,14.36,8,0.78,2507,0.00,0.00,14.69,14,36.95,35.00,84,11.03,-3.69,32.50,2.36,0.00,-0.39,14.51,1.12,0.00,0.00,4907,3,14.60
133844,-1.56,0.78,14.36,8,0.78,2515,0.00,0.00,14.69,14,37.30,35.50,84,10.88,-3.73,32.67,2.36,0.00,-0.39,14.51,1.12,0.00,0.00,4975,3,14.40
133937,-2.34,0.78,14.01,8,0.78,2498,0.00,0.00,14.70,14,37.66,35.50,84,11.03,-3.75,32.50,2.36,0.00,-0.39,14.51,1.12,0.00,0.00,4994,3,14.40
134031,-2.34,0.78,14.36,8,0.78,2541,0.00,0.00,14.69,14,37.66,35.50,84,11.03,-3.75,33.03,2.38,0.00,-0.39,14.51,1.12,0.00,0.00,4972,3,14.40
134124,-2.34,0.78,14.36,8,0.77,2540,0.00,0.00,14.69,14,38.01,35.50,84,11.03,-3.75,33.03,2.38,0.00,-0.39,14.51,1.12,0.00,0.00,4910,3,14.40
134218,-3.12,0.78,14.36,8,0.78,2543,0.00,0.00,14.69,14,38.01,36.00,84,11.03,-3.75,33.75,2.38,0.00,-0.39,14.51,1.12,0.00,0.00,4966,3,14.50
134311,-2.34,0.78,14.36,8,0.78,2582,0.00,0.00,14.70,14,38.36,36.50,84,11.03,-3.75,33.21,2.38,0.00,-0.39,14.51,1.12,0.00,0.00,4994,3,14.50
134406,-3.91,0.78,14.24,8,0.78,2590,0.00,0.00,14.70,14,38.36,36.00,84,11.03,-3.75,33.39,2.38,0.00,-0.39,14.51,1.12,0.00,0.00,4981,3,14.40
134498,-3.12,0.78,14.36,8,0.78,2588,0.00,0.00,14.70,14,38.36,36.00,84,10.88,-3.75,33.93,2.40,0.00,-0.39,14.51,1.12,0.00,0.00,5029,3,14.40
134593,-3.12,0.78,14.36,8,0.77,2600,0.00,0.00,14.70,14,38.71,36.50,84,11.03,-3.75,33.58,2.38,0.00,-0.39,14.51,1.12,0.00,0.00,4969,3,14.60
134686,-3.91,0.78,14.47,8,0.78,2607,0.00,0.00,14.38,14,39.06,36.50,84,10.88,-3.75,33.93,2.38,0.00,-0.39,14.51,1.12,0.00,0.00,4950,3,14.50
134780,-3.91,0.78,14.24,8,0.79,2638,0.00,0.00,14.70,14,38.36,37.00,84,11.03,-3.75,34.84,2.40,0.00,-0.39,14.51,1.12,0.00,0.00,4997,3,14.40
134873,-4.69,0.78,14.13,8,0.78,2651,0.00,0.00,14.70,14,39.41,36.50,84,10.88,-3.77,34.66,2.40,0.00,-0.39,14.51,1.12,0.00,0.00,5003,3,14.50
134967,-4.69,0.78,14.36,8,0.77,2642,0.00,0.00,14.70,14,40.12,37.50,84,10.88,-3.73,34.29,2.40,0.00,-0.39,14.51,1.12,0.00,0.00,5022,3,14.40
135061,-5.47,0.78,14.47,8,0.79,2666,0.00,0.00,14.70,14,39.41,37.00,84,11.03,-3.73,34.66,2.40,0.00,-0.39,14.51,1.12,0.00,0.00,4941,3,14.50
135154,-4.69,0.78,14.59,8,0.78,2678,0.00,0.00,14.70,14,39.77,37.00,84,10.88,-3.77,35.19,2.40,0.00,-0.39,14.51,1.12,0.00,0.00,4975,3,14.50
135248,-6.25,0.78,14.59,8,0.78,2684,0.00,0.00,14.70,14,40.12,38.00,84,10.88,-3.77,35.01,2.40,0.00,-0.39,14.51,1.12,0.00,0.00,5019,3,14.50
135342,-5.47,0.78,14.36,8,0.79,2696,0.00,0.00,14.70,14,40.12,38.00,84,10.88,-3.79,35.38,2.40,0.00,-0.39,14.51,1.12,0.00,0.00,5038,3,14.40
135436,-5.47,0.78,14.47,8,0.79,2727,0.00,0.00,14.70,14,40.47,38.00,84,10.88,-3.85,35.87,2.40,0.00,-0.39,14.51,1.12,0.00,0.00,5042,3,14.50
135530,-6.25,0.78,14.47,8,0.78,2727,0.00,0.00,14.70,14,40.47,38.50,84,10.88,-3.87,35.75,2.40,0.00,-0.39,14.51,1.12,0.00,0.00,4880,3,14.50
135623,-6.25,0.78,14.24,8,0.78,2749,0.00,0.00,14.70,14,40.47,38.00,84,10.88,-3.85,35.57,2.42,0.00,-0.39,14.51,1.12,0.00,0.00,4913,3,14.40
135717,-6.25,0.78,14.47,8,0.78,2750,0.00,0.00,14.70,14,41.17,39.00,84,10.88,-3.87,35.88,2.42,0.00,-0.39,14.51,1.12,0.00,0.00,4956,3,14.50
135811,-7.03,0.78,14.47,8,0.79,2770,0.00,0.00,14.70,14,41.17,38.50,84,10.74,-3.89,36.05,2.42,0.00,-0.39,14.51,1.12,0.00,0.00,4932,3,14.40
135904,-7.03,0.78,14.36,8,0.78,2794,0.00,0.00,14.70,14,40.82,39.00,84,10.74,-3.89,36.05,2.42,0.00,-0.39,14.51,1.12,0.00,0.00,4988,3,14.50
135998,-6.25,0.78,14.47,8,0.78,2767,0.00,0.00,14.70,14,41.52,39.00,84,10.74,-3.94,36.32,2.42,0.00,-0.39,14.51,1.12,0.00,0.00,4928,3,14.50
136092,-7.03,0.78,14.47,8,0.79,2790,0.00,0.00,14.70,14,40.82,39.00,84,10.74,-3.96,36.18,2.42,0.00,-0.39,14.51,1.12,0.00,0.00,4901,3,14.50
136185,-7.03,0.78,14.36,8,0.78,2800,0.00,0.00,14.70,14,41.52,39.00,84,10.74,-3.96,36.60,2.42,0.00,-0.39,14.51,1.12,0.00,0.00,4966,3,14.50
136279,-7.81,0.78,14.36,8,0.78,2813,0.00,0.00,14.70,14,41.52,39.00,84,10.74,-3.98,36.87,2.42,0.00,-0.39,14.51,1.12,0.00,0.00,4947,3,14.40
136373,-7.03,0.78,14.59,8,0.78,2826,0.00,0.00,14.70,14,41.52,39.00,84,10.74,-4.04,36.74,2.44,0.00,-0.39,14.12,1.10,0.00,0.00,4972,3,14.50
136466,-7.81,0.78,14.36,8,0.76,2854,0.00,0.00,14.70,14,42.23,40.00,84,10.59,-4.12,36.32,2.42,0.00,-0.39,14.12,1.10,0.00,0.00,4835,4,14.50
136559,-7.03,0.78,14.47,8,0.76,2867,0.00,0.00,14.70,14,42.23,40.00,84,10.59,-4.14,36.46,2.42,0.00,-0.39,14.12,1.10,0.00,0.00,4844,4,14.50
136654,-7.03,0.78,14.59,8,0.76,2866,0.00,0.00,14.70,14,42.23,40.00,84,10.59,-4.14,36.60,2.42,0.00,-0.39,14.12,1.10,0.00,0.00,4865,3,14.60
136747,-7.03,0.78,14.70,8,0.75,2868,0.00,0.00,14.70,14,42.23,40.00,84,10.45,-4.22,36.05,2.42,0.00,-0.39,14.12,1.10,0.00,0.00,4868,4,14.60
136841,-7.81,0.78,14.47,8,0.75,2891,0.00,0.00,14.70,14,42.23,40.00,84,10.45,-4.25,35.88,2.40,0.00,-0.39,14.12,1.10,0.00,0.00,4880,4,14.60
136935,-7.03,0.78,14.47,8,0.75,2916,0.00,0.00,14.99,14,42.23,40.00,84,10.45,-4.31,36.05,2.42,0.00,-0.68,14.12,1.10,0.00,0.00,4950,3,14.60
137028,-7.03,0.78,14.47,8,0.74,2916,0.00,0.00,14.70,14,42.23,40.00,84,10.45,-4.31,36.05,2.42,0.00,-0.68,14.12,1.10,0.00,0.00,4944,3,14.50
137121,-7.03,0.78,14.47,8,0.75,2917,0.00,0.00,14.70,14,42.23,40.00,84,10.30,-4.37,36.05,2.42,0.00,-0.68,14.12,1.10,0.00,0.00,4972,3,14.60
137216,-7.81,0.78,14.59,8,0.73,2919,0.00,0.00,14.70,14,42.23,40.00,84,10.30,-4.39,35.87,2.42,0.00,-0.68,14.12,1.10,0.00,0.00,4969,3,14.50
137310,-7.03,0.78,14.59,8,0.73,2952,0.00,0.00,14.70,14,42.23,40.00,84,10.30,-4.41,36.60,2.42,0.00,-0.68,14.12,1.10,0.00,0.00,4975,3,14.60
137403,-7.81,0.78,14.59,8,0.73,2948,0.00,0.00,14.70,14,42.23,40.00,84,10.30,-4.47,36.18,2.42,0.00,-0.68,13.73,1.10,0.00,0.00,4820,4,14.50
137497,-7.81,0.78,14.36,8,0.73,2946,0.00,0.00,14.70,14,42.23,40.00,84,10.16,-4.51,35.75,2.42,0.00,-0.68,13.73,1.10,0.00,0.00,4850,4,14.50
137591,-7.03,0.78,14.36,8,0.71,2981,0.00,0.00,14.74,14,42.58,40.00,84,10.16,-4.54,36.05,2.42,0.00,-0.68,13.73,1.08,0.00,0.00,4892,4,14.50
137684,-7.81,0.78,14.47,8,0.72,2977,0.00,0.00,14.70,14,42.23,40.00,84,10.16,-4.62,35.57,2.42,0.00,-0.68,13.73,1.08,0.00,0.00,4895,3,14.60
137778,-7.81,0.78,14.47,8,0.70,2944,0.00,0.00,14.95,14,42.58,40.00,84,10.01,-4.70,35.20,2.40,0.00,-0.68,13.73,1.08,0.00,0.00,4925,3,14.60
137871,-7.81,0.78,14.47,8,0.69,3007,0.00,0.00,14.74,14,42.58,40.00,84,10.01,-4.78,34.66,2.40,0.00,-0.68,13.73,1.08,0.00,0.00,4938,3,14.50
137965,-7.03,0.78,14.59,8,0.68,3007,0.00,0.00,14.99,14,42.58,40.00,84,9.87,-4.87,34.30,2.38,0.00,-0.99,13.33,1.08,0.00,0.00,4947,3,14.70
138059,-7.03,0.78,14.70,8,0.66,3022,0.00,0.00,14.74,14,42.58,40.00,84,9.72,-5.03,33.21,2.38,0.00,-0.99,12.94,1.06,0.00,0.00,4963,3,14.70
138153,-7.03,0.78,14.70,8,0.63,3023,0.00,0.00,15.61,14,42.58,40.00,84,9.43,-5.38,31.23,2.34,0.00,-1.30,12.16,1.04,0.00,0.00,4966,3,14.70
