Time (msec),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
52151,0.18,1952,0.00,0.00,15.22,16,22.19,26.00,4.21,-10.62,0.00,-1.70,0.64,0.00,0.00,13.80
52218,0.16,1914,0.00,0.00,14.70,16,16.91,20.50,3.92,-10.87,0.00,-1.70,0.64,0.00,0.00,13.80
52283,0.14,1933,0.00,0.00,14.70,16,11.99,15.50,3.77,-11.02,0.00,-1.70,0.64,0.00,0.00,13.80
52349,0.14,1953,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.16,0.00,-1.70,0.64,0.00,0.00,13.80
52416,0.14,1944,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.12,0.00,-1.70,0.64,0.00,0.00,13.70
52482,0.14,1960,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.08,0.00,-1.70,0.64,0.00,0.00,13.70
52548,0.15,1921,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.06,0.00,-1.70,0.64,0.00,0.00,13.70
52614,0.14,1912,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.06,0.00,-1.70,0.64,0.00,0.00,14.00
52681,0.14,1928,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.02,0.00,-1.70,0.64,0.00,0.00,14.30
52746,0.15,1875,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.06,0.00,-1.70,0.64,0.00,0.00,14.30
52813,0.15,1898,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.06,0.00,-1.70,0.64,0.00,0.00,15.30
52880,0.14,1864,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.02,0.00,-1.70,0.64,0.00,0.00,16.90
52946,0.14,1858,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.08,0.00,-1.70,0.64,0.00,0.00,16.90
53012,0.15,1881,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.08,0.00,-1.70,0.66,0.00,0.00,19.30
53078,0.15,1843,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.04,0.00,-1.70,0.64,0.00,0.00,22.40
53144,0.14,1855,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.08,0.00,-1.70,0.64,0.00,0.00,22.40
53210,0.15,1844,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.08,0.00,-1.70,0.64,0.00,0.00,27.20
53277,0.15,1818,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.10,0.00,-1.70,0.64,0.00,0.00,32.40
53343,0.15,1828,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.10,0.00,-1.70,0.64,0.00,0.00,32.40
53408,0.15,1812,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.14,0.00,-1.70,0.64,0.00,0.00,45.60
53475,0.15,1798,0.00,0.00,14.70,16,11.99,11.50,3.48,-11.16,0.00,-1.70,0.64,0.00,0.00,62.40
53541,0.15,1789,0.00,0.00,14.70,16,11.99,11.50,3.48,-11.16,0.00,-1.70,0.64,0.00,0.00,62.40
53607,0.15,1795,0.00,0.00,14.70,16,11.99,11.50,3.48,-11.18,0.00,-1.70,0.64,0.00,0.00,74.40
53673,0.15,1776,0.00,0.00,14.70,16,11.99,11.50,3.48,-11.18,0.00,-1.70,0.64,0.00,0.00,85.10
53739,0.16,1778,0.00,0.00,14.70,16,11.99,11.50,3.48,-11.18,0.00,-1.70,0.64,0.00,0.00,85.10
53806,0.16,1771,0.00,0.00,14.70,16,11.99,11.50,3.48,-11.18,0.00,-1.70,0.64,0.00,0.00,94.00
53872,0.16,1756,0.00,0.00,14.70,16,11.99,11.50,3.48,-11.20,0.00,-1.70,0.64,0.00,0.00,96.00
53938,0.16,1761,0.00,0.00,14.70,16,11.99,11.50,3.48,-11.18,0.00,-1.70,0.64,0.00,0.00,96.00
54004,0.16,1760,0.00,0.00,14.70,16,11.99,11.50,3.48,-11.16,0.00,-1.70,0.66,0.00,0.00,96.00
54070,0.17,1738,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.16,0.00,-1.70,0.66,0.00,0.00,96.00
54136,0.17,1747,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.10,0.00,-1.70,0.66,0.00,0.00,96.00
54203,0.18,1728,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.08,0.00,-1.70,0.66,0.00,0.00,96.00
54270,0.18,1709,0.00,0.00,14.70,16,11.99,11.50,3.77,-11.02,0.00,-1.70,0.66,0.00,0.00,96.00
54336,0.19,1704,0.00,0.00,14.70,16,11.99,11.50,3.77,-10.96,0.00,-1.70,0.68,0.00,0.00,96.00
54402,0.20,1698,0.00,0.00,14.70,16,11.99,11.50,3.92,-10.89,0.00,-1.70,0.68,0.00,0.00,99.90
54468,0.20,1702,0.00,0.00,14.70,16,11.99,11.50,3.92,-10.77,0.00,-1.70,0.68,0.00,0.00,99.90
54535,0.21,1693,0.00,0.00,14.70,16,11.99,11.50,4.06,-10.69,0.00,-1.70,0.68,0.00,0.00,99.90
54601,0.21,1688,0.00,0.00,14.70,16,11.99,11.50,4.06,-10.58,0.00,-1.70,0.68,0.00,0.00,99.90
54667,0.22,1668,0.00,0.00,14.70,16,13.40,11.50,4.21,-10.50,0.00,-1.70,0.70,0.00,0.00,99.90
54733,0.21,1654,0.00,0.00,14.70,16,14.45,13.00,4.21,-10.42,0.00,-1.70,0.70,0.00,0.00,99.90
54800,0.22,1664,0.00,0.00,14.70,16,15.86,14.00,4.21,-10.44,0.00,-1.70,0.72,0.00,0.00,99.90
54865,0.23,1681,0.00,0.00,14.70,16,17.62,15.50,4.21,-10.48,0.00,-1.70,0.72,0.00,0.00,99.90
54932,0.24,1665,0.00,0.00,14.69,16,19.02,17.50,4.21,-10.48,0.00,-1.70,0.72,0.00,0.00,99.90
54997,0.24,1649,0.00,0.00,14.69,16,20.43,18.00,4.21,-10.42,0.00,-1.70,0.72,0.00,0.00,99.90
55064,0.24,1644,0.00,0.00,14.69,16,22.19,20.00,4.35,-10.40,0.00,-1.70,0.72,0.00,0.00,96.00
55130,0.25,1642,0.00,0.00,14.69,16,23.59,23.00,4.35,-10.35,0.00,-1.70,0.74,0.00,0.00,96.00
55197,0.27,1656,0.00,0.00,13.83,16,26.41,25.50,4.50,-10.29,0.00,-1.70,0.74,0.00,0.00,65.40
55263,0.29,1659,0.00,0.00,14.69,16,28.16,27.00,4.64,-10.15,0.00,-1.70,0.76,0.00,0.00,30.80
55328,0.28,1630,0.00,0.00,14.69,16,30.27,29.50,4.64,-10.04,0.00,-1.70,0.76,0.00,0.00,30.80
55395,0.28,1638,0.00,0.00,14.69,16,30.27,30.50,4.79,-9.94,0.00,-1.70,0.76,0.00,0.00,22.50
55461,0.28,1634,0.00,0.00,14.69,16,30.27,30.00,4.93,-9.86,0.00,-1.70,0.76,0.00,0.00,18.50
55527,0.28,1615,0.00,0.00,14.69,16,30.62,30.50,4.93,-9.75,0.00,-1.70,0.76,0.00,0.00,18.50
55593,0.29,1644,0.00,0.00,14.69,16,30.27,30.00,5.08,-9.69,0.00,-1.70,0.76,0.00,0.00,16.20
55659,0.29,1622,0.00,0.00,14.69,16,30.27,30.00,5.08,-9.63,0.00,-1.70,0.76,0.00,0.00,15.30
55726,0.30,1615,0.00,0.00,14.69,16,30.27,30.00,5.22,-9.55,0.00,-1.70,0.76,0.00,0.00,15.30
55792,0.30,1626,0.00,0.00,14.69,16,30.27,30.00,5.22,-9.49,0.00,-1.70,0.78,0.00,0.00,14.80
55858,0.30,1624,0.00,0.00,14.69,16,30.27,30.00,5.37,-9.44,0.00,-1.70,0.78,0.00,0.00,14.60
55924,0.31,1627,0.00,0.00,14.69,16,30.27,30.00,5.37,-9.36,0.00,-1.70,0.78,0.00,0.00,14.60
55991,0.30,1621,0.00,0.00,14.69,16,30.27,30.00,5.37,-9.34,0.00,-1.70,0.78,0.00,0.00,14.60
56057,0.30,1634,0.00,0.00,14.69,16,30.27,30.00,5.37,-9.28,0.00,-1.70,0.78,0.00,0.00,14.80
56122,0.31,1608,0.00,0.00,14.69,16,29.92,30.00,5.37,-9.26,0.00,-1.70,0.78,0.00,0.00,14.80
56189,0.31,1615,0.00,0.00,14.69,16,30.27,30.00,5.51,-9.18,0.00,-1.70,0.78,0.00,0.00,14.90
56254,0.31,1618,0.00,0.00,14.69,16,30.27,30.00,5.51,-9.18,0.00,-1.70,0.78,0.00,0.00,14.90
56321,0.30,1608,0.00,0.00,14.69,16,30.27,30.00,5.51,-9.17,0.00,-1.70,0.78,0.00,0.00,14.90
56387,0.31,1632,0.00,0.00,14.69,16,30.27,30.00,5.51,-9.13,0.00,-1.70,0.78,0.00,0.00,14.90
56453,0.31,1608,0.00,0.00,14.69,16,29.92,30.00,5.51,-9.13,0.00,-1.70,0.78,0.00,0.00,14.90
56520,0.31,1604,0.00,0.00,14.69,16,30.27,29.50,5.66,-9.09,0.00,-1.70,0.78,0.00,0.00,15.00
56585,0.31,1626,0.00,0.00,14.69,16,30.27,30.00,5.66,-9.09,0.00,-1.70,0.78,0.00,0.00,15.00
56652,0.31,1606,0.00,0.00,14.69,16,30.27,29.50,5.66,-9.09,0.00,-1.70,0.78,0.00,0.00,15.00
56717,0.31,1630,0.00,0.00,14.69,16,30.27,30.00,5.66,-9.07,0.00,-1.70,0.78,0.00,0.00,15.10
56784,0.30,1604,0.00,0.00,14.69,16,29.92,29.50,5.66,-9.09,0.00,-1.70,0.78,0.00,0.00,15.30
56850,0.31,1605,0.00,0.00,14.69,16,30.27,30.00,5.66,-9.09,0.00,-1.70,0.78,0.00,0.00,15.30
56916,0.30,1626,0.00,0.00,14.69,16,30.27,30.00,5.66,-9.09,0.00,-1.70,0.78,0.00,0.00,15.50
56983,0.30,1606,0.00,0.00,14.69,16,29.92,29.50,5.66,-9.09,0.00,-1.70,0.78,0.00,0.00,15.50
57048,0.30,1611,0.00,0.00,14.69,16,30.27,30.00,5.66,-9.11,0.00,-1.70,0.78,0.00,0.00,15.50
57114,0.31,1606,0.00,0.00,14.69,16,29.92,29.50,5.51,-9.13,0.00,-1.70,0.78,0.00,0.00,15.40
57181,0.31,1608,0.00,0.00,14.69,16,30.27,30.00,5.51,-9.13,0.00,-1.70,0.78,0.00,0.00,15.40
57247,0.31,1621,0.00,0.00,14.69,16,30.27,30.00,5.51,-9.13,0.00,-1.70,0.78,0.00,0.00,15.40
57314,0.31,1602,0.00,0.00,14.69,16,29.92,29.50,5.51,-9.15,0.00,-1.70,0.78,0.00,0.00,15.20
57379,0.31,1598,0.00,0.00,14.69,16,30.27,29.50,5.51,-9.13,0.00,-1.70,0.78,0.00,0.00,15.10
57446,0.31,1627,0.00,0.00,14.69,16,30.27,30.00,5.51,-9.13,0.00,-1.70,0.78,0.00,0.00,15.10
57512,0.30,1605,0.00,0.00,14.70,16,30.27,30.00,5.51,-9.17,0.00,-1.70,0.78,0.00,0.00,15.00
57578,0.31,1602,0.00,0.00,14.70,16,30.27,29.50,5.51,-9.15,0.00,-1.70,0.78,0.00,0.00,14.90
57644,0.31,1604,0.00,0.00,14.69,16,29.92,29.50,5.51,-9.15,0.00,-1.70,0.78,0.00,0.00,14.90
57710,0.30,1604,0.00,0.00,14.70,16,30.27,30.00,5.51,-9.17,0.00,-1.70,0.78,0.00,0.00,14.80
57777,0.30,1621,0.00,0.00,14.70,16,30.27,30.00,5.51,-9.17,0.00,-1.70,0.78,0.00,0.00,14.70
57844,0.30,1596,0.00,0.00,14.70,16,29.92,29.50,5.51,-9.18,0.00,-1.70,0.78,0.00,0.00,14.70
57909,0.29,1600,0.00,0.00,14.70,16,30.27,29.50,5.51,-9.18,0.00,-1.70,0.76,0.00,0.00,14.70
57975,0.30,1627,0.00,0.00,14.70,16,29.92,30.00,5.51,-9.24,0.00,-1.70,0.76,0.00,0.00,14.60
58041,0.30,1591,0.00,0.00,14.70,16,29.92,29.50,5.51,-9.24,0.00,-1.70,0.76,0.00,0.00,14.60
58108,0.30,1606,0.00,0.00,14.70,16,30.27,30.00,5.51,-9.24,0.00,-1.70,0.76,0.00,0.00,14.60
58173,0.30,1602,0.00,0.00,14.70,16,29.92,29.50,5.37,-9.26,0.00,-1.70,0.76,0.00,0.00,14.70
58240,0.30,1591,0.00,0.00,14.70,16,29.92,29.50,5.37,-9.26,0.00,-1.70,0.76,0.00,0.00,14.70
58306,0.30,1613,0.00,0.00,14.70,16,30.27,30.00,5.51,-9.24,0.00,-1.70,0.76,0.00,0.00,14.70
58372,0.30,1600,0.00,0.00,14.70,16,29.92,29.50,5.51,-9.26,0.00,-1.70,0.76,0.00,0.00,14.60
58438,0.29,1584,0.00,0.00,14.70,16,30.27,29.50,5.51,-9.24,0.00,-1.70,0.76,0.00,0.00,14.60
58505,0.29,1621,0.00,0.00,14.70,16,29.92,30.00,5.51,-9.24,0.00,-1.70,0.76,0.00,0.00,14.60
58571,0.29,1590,0.00,0.00,14.70,16,29.92,29.50,5.37,-9.28,0.00,-1.70,0.76,0.00,0.00,14.70
58637,0.28,1577,0.00,0.00,14.70,16,30.27,29.50,5.37,-9.32,0.00,-1.70,0.74,0.00,0.00,14.70
58703,0.26,1610,0.00,0.00,14.70,16,29.92,30.00,5.22,-9.61,0.00,-1.70,0.70,0.00,0.00,14.60
58768,0.23,1592,0.00,0.00,15.27,16,25.70,29.50,4.93,-9.96,0.00,-1.70,0.64,0.00,0.00,14.50
58835,0.21,1589,0.00,0.00,15.27,16,21.48,25.00,4.35,-10.36,0.00,-1.70,0.64,0.00,0.00,14.50
58901,0.19,1589,0.00,0.00,14.71,16,17.27,21.00,4.21,-10.60,0.00,-1.70,0.64,0.00,0.00,14.50
58967,0.18,1581,0.00,0.00,14.71,16,13.05,16.00,3.92,-10.85,0.00,-1.70,0.64,0.00,0.00,14.50
59033,0.18,1568,0.00,0.00,14.71,16,11.99,13.00,3.77,-10.93,0.00,-1.70,0.64,0.00,0.00,14.50
59100,0.17,1549,0.00,0.00,14.71,16,11.99,11.50,3.77,-11.00,0.00,-1.70,0.64,0.00,0.00,14.50
59166,0.17,1583,0.00,0.00,14.71,16,11.99,11.50,3.63,-11.06,0.00,-1.70,0.64,0.00,0.00,14.30
59233,0.17,1571,0.00,0.00,14.71,16,11.99,11.50,3.63,-11.10,0.00,-1.70,0.64,0.00,0.00,14.30
59298,0.17,1554,0.00,0.00,14.71,16,11.99,11.50,3.63,-11.14,0.00,-1.70,0.64,0.00,0.00,14.10
59364,0.17,1546,0.00,0.00,14.71,16,11.99,11.50,3.63,-11.12,0.00,-1.70,0.64,0.00,0.00,13.90
59431,0.17,1549,0.00,0.00,14.71,16,11.99,11.50,3.63,-11.14,0.00,-1.70,0.64,0.00,0.00,13.90
59497,0.18,1554,0.00,0.00,14.71,16,11.99,11.50,3.48,-11.16,0.00,-1.70,0.64,0.00,0.00,13.80
59563,0.18,1528,0.00,0.00,14.71,16,11.99,11.50,3.63,-11.12,0.00,-1.70,0.64,0.00,0.00,13.70
59630,0.18,1528,0.00,0.00,14.71,16,11.99,11.50,3.63,-11.10,0.00,-1.70,0.64,0.00,0.00,13.70
59696,0.18,1536,0.00,0.00,14.71,16,11.99,11.50,3.63,-11.10,0.00,-1.70,0.64,0.00,0.00,13.80
59762,0.18,1513,0.00,0.00,14.71,16,11.99,11.50,3.63,-11.10,0.00,-1.70,0.64,0.00,0.00,13.80
59827,0.18,1515,0.00,0.00,14.71,16,11.99,11.50,3.63,-11.06,0.00,-1.70,0.64,0.00,0.00,13.80
59894,0.18,1515,0.00,0.00,14.71,16,11.64,11.50,3.63,-11.06,0.00,-1.70,0.64,0.00,0.00,13.80
59959,0.18,1470,0.00,0.00,14.71,16,11.64,11.50,3.63,-11.06,0.00,-1.70,0.64,0.00,0.00,13.80
60026,0.17,1423,0.00,0.00,14.71,16,11.29,19.50,3.63,-11.10,0.00,-1.70,0.64,0.00,0.00,13.80
60093,0.17,1382,0.00,0.00,14.71,16,11.29,19.00,3.63,-11.10,0.00,-1.70,0.64,0.00,0.00,13.80
60158,0.18,1356,0.00,0.00,14.71,16,10.94,19.00,3.63,-11.10,0.00,-1.70,0.64,0.00,0.00,13.80
60224,0.18,1316,0.00,0.00,14.71,16,10.94,19.00,3.63,-11.10,0.00,-1.70,0.64,0.00,0.00,13.80
60291,0.18,1291,0.00,0.00,14.71,16,10.59,19.00,3.63,-11.08,0.00,-1.70,0.64,0.00,0.00,13.80
60357,0.19,1248,0.00,0.00,14.71,16,10.59,18.50,3.63,-11.08,0.00,-1.70,0.64,0.00,0.00,13.80
60423,0.20,1224,0.00,0.00,14.70,16,10.59,18.50,3.77,-11.00,0.00,-1.39,0.64,0.00,0.00,13.70
60490,0.21,1191,0.00,0.00,14.70,16,10.23,18.50,3.77,-10.94,0.00,-1.39,0.64,0.00,0.00,13.70
60556,0.21,1150,0.00,0.00,14.70,16,10.23,18.50,3.92,-10.85,0.00,-1.39,0.64,0.00,0.00,13.70
60621,0.21,1130,0.00,0.00,14.70,16,10.23,18.00,3.92,-10.77,0.00,-1.39,0.64,0.00,0.00,13.60
60688,0.22,1102,0.00,0.00,14.70,16,9.88,18.00,4.06,-10.64,0.00,-1.39,0.64,0.00,0.00,13.60
60754,0.22,1066,0.00,0.00,14.70,16,9.88,17.50,4.21,-10.60,0.00,-1.39,0.64,0.00,0.00,13.60
60820,0.23,1053,0.00,0.00,14.70,16,9.88,17.50,4.21,-10.52,0.00,-1.39,0.64,0.00,0.00,13.60
60887,0.23,1041,0.00,0.00,14.70,16,9.88,17.50,4.35,-10.44,0.00,-1.39,0.64,0.00,0.00,13.50
60953,0.23,1016,0.00,0.00,14.70,16,9.88,17.50,4.35,-10.38,0.00,-1.39,0.64,0.00,0.00,13.50
61019,0.23,1006,0.00,0.00,14.70,16,9.88,17.50,4.35,-10.36,0.00,-1.39,0.64,0.00,0.00,13.60
61085,0.23,996,0.00,0.00,14.70,16,9.88,17.50,4.35,-10.31,0.00,-1.39,0.64,0.00,0.00,13.60
61151,0.23,982,0.00,0.00,14.70,16,9.88,17.50,4.50,-10.29,0.00,-1.39,0.64,0.00,0.00,13.60
61217,0.23,981,0.00,0.00,14.70,16,9.88,17.50,4.50,-10.25,0.00,-1.39,0.64,0.00,0.00,13.60
61283,0.22,988,0.00,0.00,14.70,16,9.88,17.50,4.50,-10.25,0.00,-1.39,0.64,0.00,0.00,13.60
61350,0.22,992,0.00,0.00,14.70,16,9.88,17.50,4.50,-10.25,0.00,-1.39,0.64,0.00,0.00,13.60
61416,0.22,982,0.00,0.00,14.70,16,9.88,17.50,4.50,-10.25,0.00,-1.39,0.64,0.00,0.00,13.80
61482,0.22,976,0.00,0.00,14.70,16,9.88,17.50,4.50,-10.25,0.00,-1.39,0.64,0.00,0.00,13.60
61548,0.22,970,0.00,0.00,14.70,16,9.88,17.50,4.50,-10.23,0.00,-1.39,0.64,0.00,0.00,13.60
61614,0.22,965,0.00,0.00,14.70,16,9.88,17.50,4.50,-10.23,0.00,-1.39,0.64,0.00,0.00,13.70
61680,0.22,954,0.00,0.00,14.70,16,9.88,17.50,4.50,-10.21,0.00,-1.39,0.64,0.00,0.00,13.80
61746,0.23,945,0.00,0.00,14.70,16,9.88,17.50,4.50,-10.17,0.00,-1.39,0.64,0.00,0.00,13.80
61813,0.23,932,0.00,0.00,14.70,16,9.88,17.50,4.50,-10.15,0.00,-1.39,0.64,0.00,0.00,13.70
61878,0.23,920,0.00,0.00,14.70,16,9.88,17.50,4.50,-10.13,0.00,-1.39,0.64,0.00,0.00,13.80
61946,0.23,914,0.00,0.00,14.70,16,9.88,17.50,4.64,-10.11,0.00,-1.39,0.64,0.00,0.00,13.80
62011,0.23,909,0.00,0.00,14.70,16,9.88,17.50,4.64,-10.07,0.00,-1.39,0.64,0.00,0.00,13.90
62077,0.23,902,0.00,0.00,14.70,16,9.88,17.50,4.64,-10.06,0.00,-1.39,0.64,0.00,0.00,13.90
62144,0.23,902,0.00,0.00,14.70,16,9.88,17.50,4.64,-10.06,0.00,-1.39,0.64,0.00,0.00,13.90
62210,0.23,904,0.00,0.00,14.70,16,9.88,17.50,4.64,-10.06,0.00,-1.39,0.64,0.00,0.00,14.00
62277,0.23,896,0.00,0.00,14.70,16,9.88,17.50,4.64,-10.04,0.00,-1.39,0.64,0.00,0.00,14.00
62343,0.23,894,0.00,0.00,14.70,16,9.88,17.50,4.64,-10.06,0.00,-1.39,0.64,0.00,0.00,14.00
62409,0.23,894,0.00,0.00,14.70,16,9.88,17.50,4.64,-10.04,0.00,-1.39,0.64,0.00,0.00,14.00
62475,0.23,887,0.00,0.00,14.70,16,9.88,17.50,4.64,-10.04,0.00,-1.39,0.64,0.00,0.00,14.10
62541,0.23,883,0.00,0.00,14.70,16,9.88,17.50,4.64,-10.04,0.00,-1.39,0.64,0.00,0.00,14.10
62607,0.23,880,0.00,0.00,14.70,16,9.88,17.50,4.64,-10.02,0.00,-1.39,0.64,0.00,0.00,14.10
62673,0.23,880,0.00,0.00,14.70,16,9.88,17.50,4.64,-10.06,0.00,-1.39,0.64,0.00,0.00,14.10
62739,0.23,877,0.00,0.00,14.70,16,9.88,17.00,4.64,-10.02,0.00,-1.39,0.64,0.00,0.00,14.10
62805,0.23,867,0.00,0.00,14.70,16,9.88,17.50,4.64,-10.04,0.00,-1.39,0.64,0.00,0.00,14.10
62872,0.23,867,0.00,0.00,14.70,16,9.88,17.00,4.64,-10.02,0.00,-1.39,0.64,0.00,0.00,14.20
62938,0.24,854,0.00,0.00,14.70,16,9.88,17.50,4.64,-10.02,0.00,-1.39,0.64,0.00,0.00,14.20
63004,0.24,857,0.00,0.00,14.70,16,9.88,17.00,4.79,-9.96,0.00,-1.39,0.64,0.00,0.00,14.30
63070,0.24,847,0.00,0.00,14.70,16,9.88,17.50,4.79,-9.98,0.00,-1.39,0.64,0.00,0.00,14.20
63136,0.24,851,0.00,0.00,14.70,16,9.88,17.00,4.79,-9.94,0.00,-1.39,0.64,0.00,0.00,14.20
63203,0.24,844,0.00,0.00,14.70,16,9.88,17.00,4.79,-9.94,0.00,-1.39,0.64,0.00,0.00,14.30
63268,0.24,848,0.00,0.00,14.70,16,9.88,16.50,4.79,-9.92,0.00,-1.39,0.64,0.00,0.00,14.30
63334,0.24,844,0.00,0.00,14.70,16,9.88,16.50,4.79,-9.92,0.00,-1.39,0.64,0.00,0.00,14.30
63400,0.24,836,0.00,0.00,14.70,16,9.88,16.50,4.79,-9.88,0.00,-1.39,0.64,0.00,0.00,14.50
63467,0.25,828,0.00,0.00,14.69,16,9.88,17.00,4.79,-9.86,0.00,-1.39,0.64,0.00,0.00,14.50
63533,0.25,823,0.00,0.00,14.69,16,9.88,17.00,4.93,-9.82,0.00,-1.39,0.64,0.00,0.00,14.50
63599,0.25,819,0.00,0.00,14.70,16,9.88,17.50,4.93,-9.78,0.00,-1.39,0.64,0.00,0.00,14.50
63665,0.25,823,0.00,0.00,14.70,16,9.88,16.50,4.93,-9.78,0.00,-1.39,0.64,0.00,0.00,14.60
63731,0.25,832,0.00,0.00,14.70,16,9.88,15.50,4.93,-9.75,0.00,-1.39,0.64,0.00,0.00,14.60
63797,0.25,830,0.00,0.00,14.70,16,9.88,15.50,4.93,-9.77,0.00,-1.39,0.64,0.00,0.00,14.60
63864,0.25,836,0.00,0.00,14.70,16,9.88,14.00,4.93,-9.73,0.00,-1.39,0.64,0.00,0.00,14.70
63930,0.25,814,0.00,0.00,14.70,16,9.88,16.00,4.93,-9.77,0.00,-1.39,0.64,0.00,0.00,14.70
63996,0.25,816,0.00,0.00,14.69,16,9.88,15.50,4.93,-9.73,0.00,-1.39,0.64,0.00,0.00,14.70
64062,0.26,824,0.00,0.00,14.69,16,9.88,14.50,5.08,-9.67,0.00,-1.39,0.64,0.00,0.00,14.70
64128,0.25,828,0.00,0.00,14.69,16,9.88,13.50,5.08,-9.67,0.00,-1.39,0.64,0.00,0.00,14.70
64194,0.25,828,0.00,0.00,14.69,16,9.88,13.50,5.08,-9.65,0.00,-1.39,0.64,0.00,0.00,14.70
64261,0.25,828,0.00,0.00,14.69,16,9.88,13.00,5.08,-9.65,0.00,-1.39,0.64,0.00,0.00,14.70
64327,0.26,828,0.00,0.00,14.69,16,9.88,13.00,5.08,-9.63,0.00,-1.39,0.64,0.00,0.00,14.70
64393,0.26,823,0.00,0.00,14.69,16,9.88,13.00,5.08,-9.63,0.00,-1.39,0.64,0.00,0.00,14.70
64459,0.26,828,0.00,0.00,14.69,16,9.88,12.50,5.08,-9.63,0.00,-1.39,0.64,0.00,0.00,14.70
64525,0.26,827,0.00,0.00,14.69,16,9.88,12.50,5.08,-9.63,0.00,-1.39,0.64,0.00,0.00,14.70
64591,0.26,832,0.00,0.00,14.69,16,9.88,11.50,5.08,-9.59,0.00,-1.39,0.64,0.00,0.00,14.60
64657,0.26,838,0.00,0.00,14.69,16,9.88,11.00,5.08,-9.63,0.00,-1.39,0.64,0.00,0.00,14.70
64723,0.26,826,0.00,0.00,14.69,16,9.88,12.00,5.08,-9.57,0.00,-1.39,0.64,0.00,0.00,14.70
64790,0.26,826,0.00,0.00,14.69,16,9.88,12.00,5.08,-9.57,0.00,-1.39,0.64,0.00,0.00,14.60
64856,0.26,828,0.00,0.00,14.69,16,9.88,11.50,5.08,-9.55,0.00,-1.39,0.64,0.00,0.00,14.60
64923,0.26,830,0.00,0.00,14.69,16,9.88,11.00,5.22,-9.53,0.00,-1.39,0.64,0.00,0.00,14.70
64988,0.26,821,0.00,0.00,14.69,16,9.88,12.00,5.22,-9.53,0.00,-1.39,0.64,0.00,0.00,14.70
65055,0.26,832,0.00,0.00,14.69,16,9.88,10.50,5.22,-9.49,0.00,-1.39,0.64,0.00,0.00,14.70
65121,0.26,824,0.00,0.00,14.69,16,9.88,11.50,5.22,-9.53,0.00,-1.39,0.64,0.00,0.00,14.70
65187,0.26,832,0.00,0.00,14.69,16,9.88,10.50,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,14.80
65253,0.27,819,0.00,0.00,14.69,16,9.88,11.50,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,14.80
65319,0.27,826,0.00,0.00,14.69,16,9.88,10.50,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,14.80
65386,0.27,832,0.00,0.00,14.69,16,9.88,10.50,5.22,-9.48,0.00,-1.39,0.64,0.00,0.00,14.80
65452,0.27,823,0.00,0.00,14.69,16,9.88,11.00,5.22,-9.44,0.00,-1.39,0.64,0.00,0.00,14.80
65518,0.28,824,0.00,0.00,14.69,16,9.88,11.00,5.22,-9.42,0.00,-1.39,0.64,0.00,0.00,14.80
65583,0.27,828,0.00,0.00,14.69,16,9.88,10.50,5.22,-9.42,0.00,-1.39,0.64,0.00,0.00,14.80
65650,0.27,839,0.00,0.00,14.69,16,9.88,10.50,5.37,-9.38,0.00,-1.39,0.64,0.00,0.00,14.80
65717,0.27,832,0.00,0.00,14.69,16,9.88,9.50,5.37,-9.38,0.00,-1.39,0.64,0.00,0.00,14.90
65783,0.27,836,0.00,0.00,14.69,16,9.88,9.50,5.37,-9.38,0.00,-1.39,0.64,0.00,0.00,15.00
65849,0.27,818,0.00,0.00,14.69,16,9.88,11.50,5.37,-9.38,0.00,-1.39,0.64,0.00,0.00,15.00
